id,name,district,lat,long,sale_price,asking_price,asking_price_change_quater,asking_price_change_year,gross_rental_yield,rental_price_change_year,bedrooms,bathrooms,internal_area,floors,towers,year_built,has_elevator,has_parking,has_security,has_cctv,has_pool,has_sauna,has_gym,has_garden_bbq,has_playground,has_shop_on_premise,has_restaurant_on_premise,has_wifi,city_train_distance,express_way_distance,close_city_train,close_express_way,clinic_200m,convenience_store_200m,school_200m,university_200m,gov_service_200m,Hospital_200m,mall_200m,night_club_200m,public_park_200m,restaurant_200m,supermarket_200m,Airport_200m,E_railway_200m,railway_200m,clinic_500m,convenience_store_500m,school_500m,university_500m,gov_service_500m,Hospital_500m,mall_500m,night_club_500m,public_park_500m,restaurant_500m,supermarket_500m,Airport_500m,E_railway_500m,railway_500m,clinic_1000m,convenience_store_1000m,school_1000m,university_1000m,gov_service_1000m,Hospital_1000m,mall_1000m,night_club_1000m,public_park_1000m,restaurant_1000m,supermarket_1000m,Airport_1000m,E_railway_1000m,railway_1000m
795,Origins Rama 2,Chom Thong,13.6541566,100.4238971,2590000,48384,0.0,0.0,4.5,0.0,2,1,60.0,8,2,2015,1,1,1,1,1,0,1,1,1,1,0,1,5800,6100,0,0,1,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,1,5,4,0,0,0,0,1,0,1,0,0,0,0
795,Origins Rama 2,Chom Thong,13.6541566,100.4238971,2500000,48384,0.0,0.0,4.5,0.0,1,1,40.0,8,2,2015,1,1,1,1,1,0,1,1,1,1,0,1,5800,6100,0,0,1,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,1,5,4,0,0,0,0,1,0,1,0,0,0,0
56,Aspen Condo Lasalle,Bang Na,13.6553479,100.6463239,2100000,73366,0.0,0.8,4.8,-1.7,1,1,35.0,8,2,2018,1,1,1,1,1,0,1,1,0,0,0,0,5300,6600,0,0,0,0,0,0,0,1,0,0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0
56,Aspen Condo Lasalle,Bang Na,13.6553479,100.6463239,2400000,73366,0.0,0.8,4.8,-1.7,1,1,27.0,8,2,2018,1,1,1,1,1,0,1,1,0,0,0,0,5300,6600,0,0,0,0,0,0,0,1,0,0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0
56,Aspen Condo Lasalle,Bang Na,13.6553479,100.6463239,3599000,73366,0.0,0.8,4.8,-1.7,2,2,48.0,8,2,2018,1,1,1,1,1,0,1,1,0,0,0,0,5300,6600,0,0,0,0,0,0,0,1,0,0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0
428,I CONDO Sukhumvit 105,Bang Na,13.6595056,100.6310112,2250000,74468,48.3,23.8,4.8,16.9,2,2,47.7,8,6,2013,1,1,1,1,1,0,1,1,0,0,0,1,3800,4800,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,5,0,0,0,0
428,I CONDO Sukhumvit 105,Bang Na,13.6595056,100.6310112,1790000,74468,48.3,23.8,4.8,16.9,1,1,28.0,8,6,2013,1,1,1,1,1,0,1,1,0,0,0,1,3800,4800,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,5,0,0,0,0
428,I CONDO Sukhumvit 105,Bang Na,13.6595056,100.6310112,2700000,74468,48.3,23.8,4.8,16.9,2,2,47.7,8,6,2013,1,1,1,1,1,0,1,1,0,0,0,1,3800,4800,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,5,0,0,0,0
428,I CONDO Sukhumvit 105,Bang Na,13.6595056,100.6310112,1820000,74468,48.3,23.8,4.8,16.9,1,1,32.0,8,6,2013,1,1,1,1,1,0,1,1,0,0,0,1,3800,4800,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,5,0,0,0,0
428,I CONDO Sukhumvit 105,Bang Na,13.6595056,100.6310112,2140000,74468,48.3,23.8,4.8,16.9,1,1,32.0,8,6,2013,1,1,1,1,1,0,1,1,0,0,0,1,3800,4800,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,5,0,0,0,0
428,I CONDO Sukhumvit 105,Bang Na,13.6595056,100.6310112,1400000,74468,48.3,23.8,4.8,16.9,1,1,30.0,8,6,2013,1,1,1,1,1,0,1,1,0,0,0,1,3800,4800,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,5,0,0,0,0
428,I CONDO Sukhumvit 105,Bang Na,13.6595056,100.6310112,1400000,74468,48.3,23.8,4.8,16.9,1,1,31.0,8,6,2013,1,1,1,1,1,0,1,1,0,0,0,1,3800,4800,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,5,0,0,0,0
428,I CONDO Sukhumvit 105,Bang Na,13.6595056,100.6310112,1390000,74468,48.3,23.8,4.8,16.9,1,1,32.0,8,6,2013,1,1,1,1,1,0,1,1,0,0,0,1,3800,4800,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,5,0,0,0,0
1478,Villa Lasalle,Bang Na,13.6601525,100.6112504,2200000,72764,0.0,-7.9,5.5,7.1,1,1,32.0,8,2,2016,1,1,1,1,1,0,1,1,0,1,1,1,1100,3200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1478,Villa Lasalle,Bang Na,13.6601525,100.6112504,2440000,72764,0.0,-7.9,5.5,7.1,1,1,36.0,8,2,2016,1,1,1,1,1,0,1,1,0,1,1,1,1100,3200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1478,Villa Lasalle,Bang Na,13.6601525,100.6112504,1590000,72764,0.0,-7.9,5.5,7.1,1,1,24.4,8,2,2016,1,1,1,1,1,0,1,1,0,1,1,1,1100,3200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1478,Villa Lasalle,Bang Na,13.6601525,100.6112504,2700000,72764,0.0,-7.9,5.5,7.1,1,1,32.0,8,2,2016,1,1,1,1,1,0,1,1,0,1,1,1,1100,3200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1478,Villa Lasalle,Bang Na,13.6601525,100.6112504,1650000,72764,0.0,-7.9,5.5,7.1,1,1,26.2,8,2,2016,1,1,1,1,1,0,1,1,0,1,1,1,1100,3200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1478,Villa Lasalle,Bang Na,13.6601525,100.6112504,3200000,72764,0.0,-7.9,5.5,7.1,2,1,35.1,8,2,2016,1,1,1,1,1,0,1,1,0,1,1,1,1100,3200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1478,Villa Lasalle,Bang Na,13.6601525,100.6112504,2500000,72764,0.0,-7.9,5.5,7.1,1,1,32.5,8,2,2016,1,1,1,1,1,0,1,1,0,1,1,1,1100,3200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1024,Smart Condo Rama 2,Bang Khun Thian,13.66036715,100.4273489,1350000,36185,0.0,16.0,6.8,12.6,1,1,28.5,8,8,2009,1,1,1,1,1,1,1,1,1,1,1,0,9100,3200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,0,0,0,1,0,2,0,0,0,0,1,5,4,0,1,1,0,0,0,6,0,0,0,0
1024,Smart Condo Rama 2,Bang Khun Thian,13.66036715,100.4273489,890000,36185,0.0,16.0,6.8,12.6,1,1,28.0,8,8,2009,1,1,1,1,1,1,1,1,1,1,1,0,9100,3200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,0,0,0,1,0,2,0,0,0,0,1,5,4,0,1,1,0,0,0,6,0,0,0,0
1024,Smart Condo Rama 2,Bang Khun Thian,13.66036715,100.4273489,895000,36185,0.0,16.0,6.8,12.6,1,1,29.0,8,8,2009,1,1,1,1,1,1,1,1,1,1,1,0,9100,3200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,0,0,0,1,0,2,0,0,0,0,1,5,4,0,1,1,0,0,0,6,0,0,0,0
1024,Smart Condo Rama 2,Bang Khun Thian,13.66036715,100.4273489,1140000,36185,0.0,16.0,6.8,12.6,1,1,29.0,8,8,2009,1,1,1,1,1,1,1,1,1,1,1,0,9100,3200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,0,0,0,1,0,2,0,0,0,0,1,5,4,0,1,1,0,0,0,6,0,0,0,0
1024,Smart Condo Rama 2,Bang Khun Thian,13.66036715,100.4273489,875000,36185,0.0,16.0,6.8,12.6,1,1,29.0,8,8,2009,1,1,1,1,1,1,1,1,1,1,1,0,9100,3200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,0,0,0,1,0,2,0,0,0,0,1,5,4,0,1,1,0,0,0,6,0,0,0,0
1024,Smart Condo Rama 2,Bang Khun Thian,13.66036715,100.4273489,839000,36185,0.0,16.0,6.8,12.6,1,1,25.0,8,8,2009,1,1,1,1,1,1,1,1,1,1,1,0,9100,3200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,0,0,0,1,0,2,0,0,0,0,1,5,4,0,1,1,0,0,0,6,0,0,0,0
1024,Smart Condo Rama 2,Bang Khun Thian,13.66036715,100.4273489,900000,36185,0.0,16.0,6.8,12.6,1,1,29.0,8,8,2009,1,1,1,1,1,1,1,1,1,1,1,0,9100,3200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,0,0,0,1,0,2,0,0,0,0,1,5,4,0,1,1,0,0,0,6,0,0,0,0
1024,Smart Condo Rama 2,Bang Khun Thian,13.66036715,100.4273489,819900,36185,0.0,16.0,6.8,12.6,1,1,24.0,8,8,2009,1,1,1,1,1,1,1,1,1,1,1,0,9100,3200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,0,0,0,1,0,2,0,0,0,0,1,5,4,0,1,1,0,0,0,6,0,0,0,0
1024,Smart Condo Rama 2,Bang Khun Thian,13.66036715,100.4273489,970000,36185,0.0,16.0,6.8,12.6,2,1,29.0,8,8,2009,1,1,1,1,1,1,1,1,1,1,1,0,9100,3200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,0,0,0,1,0,2,0,0,0,0,1,5,4,0,1,1,0,0,0,6,0,0,0,0
1024,Smart Condo Rama 2,Bang Khun Thian,13.66036715,100.4273489,941000,36185,0.0,16.0,6.8,12.6,2,1,29.0,8,8,2009,1,1,1,1,1,1,1,1,1,1,1,0,9100,3200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,0,0,0,1,0,2,0,0,0,0,1,5,4,0,1,1,0,0,0,6,0,0,0,0
1024,Smart Condo Rama 2,Bang Khun Thian,13.66036715,100.4273489,970000,36185,0.0,16.0,6.8,12.6,2,1,29.0,8,8,2009,1,1,1,1,1,1,1,1,1,1,1,0,9100,3200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,0,0,0,1,0,2,0,0,0,0,1,5,4,0,1,1,0,0,0,6,0,0,0,0
1024,Smart Condo Rama 2,Bang Khun Thian,13.66036715,100.4273489,999000,36185,0.0,16.0,6.8,12.6,1,1,28.0,8,8,2009,1,1,1,1,1,1,1,1,1,1,1,0,9100,3200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,0,0,0,1,0,2,0,0,0,0,1,5,4,0,1,1,0,0,0,6,0,0,0,0
1024,Smart Condo Rama 2,Bang Khun Thian,13.66036715,100.4273489,950000,36185,0.0,16.0,6.8,12.6,1,1,28.0,8,8,2009,1,1,1,1,1,1,1,1,1,1,1,0,9100,3200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,0,0,0,1,0,2,0,0,0,0,1,5,4,0,1,1,0,0,0,6,0,0,0,0
1024,Smart Condo Rama 2,Bang Khun Thian,13.66036715,100.4273489,999000,36185,0.0,16.0,6.8,12.6,1,1,28.0,8,8,2009,1,1,1,1,1,1,1,1,1,1,1,0,9100,3200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,0,0,0,1,0,2,0,0,0,0,1,5,4,0,1,1,0,0,0,6,0,0,0,0
1024,Smart Condo Rama 2,Bang Khun Thian,13.66036715,100.4273489,1080000,36185,0.0,16.0,6.8,12.6,1,1,28.0,8,8,2009,1,1,1,1,1,1,1,1,1,1,1,0,9100,3200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,0,0,0,1,0,2,0,0,0,0,1,5,4,0,1,1,0,0,0,6,0,0,0,0
1456,Unio Rama 2 Thakham,Bang Khun Thian,13.6615904,100.4440255,1750000,69392,0.0,10.6,5.3,3.7,1,1,26.6,8,3,2017,1,1,1,1,1,0,1,1,1,1,0,0,7900,4500,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,1,7,2,0,1,0,2,0,0,5,0,0,0,0
1456,Unio Rama 2 Thakham,Bang Khun Thian,13.6615904,100.4440255,1450000,69392,0.0,10.6,5.3,3.7,1,1,23.0,8,3,2017,1,1,1,1,1,0,1,1,1,1,0,0,7900,4500,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,1,7,2,0,1,0,2,0,0,5,0,0,0,0
1456,Unio Rama 2 Thakham,Bang Khun Thian,13.6615904,100.4440255,1510000,69392,0.0,10.6,5.3,3.7,1,1,26.8,8,3,2017,1,1,1,1,1,0,1,1,1,1,0,0,7900,4500,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,1,7,2,0,1,0,2,0,0,5,0,0,0,0
1456,Unio Rama 2 Thakham,Bang Khun Thian,13.6615904,100.4440255,1600000,69392,0.0,10.6,5.3,3.7,1,1,22.9,8,3,2017,1,1,1,1,1,0,1,1,1,1,0,0,7900,4500,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,1,7,2,0,1,0,2,0,0,5,0,0,0,0
1456,Unio Rama 2 Thakham,Bang Khun Thian,13.6615904,100.4440255,1800000,69392,0.0,10.6,5.3,3.7,1,1,26.7,8,3,2017,1,1,1,1,1,0,1,1,1,1,0,0,7900,4500,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,1,7,2,0,1,0,2,0,0,5,0,0,0,0
1456,Unio Rama 2 Thakham,Bang Khun Thian,13.6615904,100.4440255,1440000,69392,0.0,10.6,5.3,3.7,1,1,23.0,8,3,2017,1,1,1,1,1,0,1,1,1,1,0,0,7900,4500,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,1,7,2,0,1,0,2,0,0,5,0,0,0,0
1456,Unio Rama 2 Thakham,Bang Khun Thian,13.6615904,100.4440255,1460000,69392,0.0,10.6,5.3,3.7,1,1,23.0,8,3,2017,1,1,1,1,1,0,1,1,1,1,0,0,7900,4500,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,1,7,2,0,1,0,2,0,0,5,0,0,0,0
1456,Unio Rama 2 Thakham,Bang Khun Thian,13.6615904,100.4440255,1790000,69392,0.0,10.6,5.3,3.7,1,1,27.0,8,3,2017,1,1,1,1,1,0,1,1,1,1,0,0,7900,4500,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,1,7,2,0,1,0,2,0,0,5,0,0,0,0
1456,Unio Rama 2 Thakham,Bang Khun Thian,13.6615904,100.4440255,1420000,69392,0.0,10.6,5.3,3.7,1,1,23.0,8,3,2017,1,1,1,1,1,0,1,1,1,1,0,0,7900,4500,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,1,7,2,0,1,0,2,0,0,5,0,0,0,0
1456,Unio Rama 2 Thakham,Bang Khun Thian,13.6615904,100.4440255,2200000,69392,0.0,10.6,5.3,3.7,1,1,26.0,8,3,2017,1,1,1,1,1,0,1,1,1,1,0,0,7900,4500,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,1,7,2,0,1,0,2,0,0,5,0,0,0,0
1456,Unio Rama 2 Thakham,Bang Khun Thian,13.6615904,100.4440255,1800000,69392,0.0,10.6,5.3,3.7,1,1,26.0,8,3,2017,1,1,1,1,1,0,1,1,1,1,0,0,7900,4500,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,1,7,2,0,1,0,2,0,0,5,0,0,0,0
1456,Unio Rama 2 Thakham,Bang Khun Thian,13.6615904,100.4440255,1900000,69392,0.0,10.6,5.3,3.7,1,1,26.0,8,3,2017,1,1,1,1,1,0,1,1,1,1,0,0,7900,4500,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,1,7,2,0,1,0,2,0,0,5,0,0,0,0
1456,Unio Rama 2 Thakham,Bang Khun Thian,13.6615904,100.4440255,1550000,69392,0.0,10.6,5.3,3.7,1,1,23.0,8,3,2017,1,1,1,1,1,0,1,1,1,1,0,0,7900,4500,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,1,7,2,0,1,0,2,0,0,5,0,0,0,0
1456,Unio Rama 2 Thakham,Bang Khun Thian,13.6615904,100.4440255,2100000,69392,0.0,10.6,5.3,3.7,1,1,27.0,8,3,2017,1,1,1,1,1,0,1,1,1,1,0,0,7900,4500,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,1,7,2,0,1,0,2,0,0,5,0,0,0,0
1456,Unio Rama 2 Thakham,Bang Khun Thian,13.6615904,100.4440255,1900000,69392,0.0,10.6,5.3,3.7,1,1,26.0,8,3,2017,1,1,1,1,1,0,1,1,1,1,0,0,7900,4500,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,1,7,2,0,1,0,2,0,0,5,0,0,0,0
1456,Unio Rama 2 Thakham,Bang Khun Thian,13.6615904,100.4440255,1700000,69392,0.0,10.6,5.3,3.7,1,1,26.0,8,3,2017,1,1,1,1,1,0,1,1,1,1,0,0,7900,4500,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,1,7,2,0,1,0,2,0,0,5,0,0,0,0
1316,The Privacy Pracha Uthit - Suksawat,Thung Khru,13.6616454,100.5027806,1450000,71791,0.0,21.0,3.9,-7.5,1,1,23.9,8,3,2015,1,1,1,1,1,0,1,1,0,0,0,0,7600,1300,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,1,0,0,0,0
1316,The Privacy Pracha Uthit - Suksawat,Thung Khru,13.6616454,100.5027806,1782000,71791,0.0,21.0,3.9,-7.5,1,1,33.0,8,3,2015,1,1,1,1,1,0,1,1,0,0,0,0,7600,1300,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,1,0,0,0,0
1316,The Privacy Pracha Uthit - Suksawat,Thung Khru,13.6616454,100.5027806,1782000,71791,0.0,21.0,3.9,-7.5,1,1,33.0,8,3,2015,1,1,1,1,1,0,1,1,0,0,0,0,7600,1300,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,1,0,0,0,0
