id,name,district,lat,long,sale_price,bedrooms,bathrooms,internal_area,floors,towers,year_built,has_elevator,has_parking,has_security,has_cctv,has_pool,has_sauna,has_gym,has_garden_bbq,has_playground,has_shop_on_premise,has_restaurant_on_premise,has_wifi,clinic_200m,convenience_store_200m,school_200m,university_200m,gov_service_200m,Hospital_200m,mall_200m,night_club_200m,public_park_200m,restaurant_200m,supermarket_200m,Airport_200m,E_railway_200m,railway_200m,clinic_500m,convenience_store_500m,school_500m,university_500m,gov_service_500m,Hospital_500m,mall_500m,night_club_500m,public_park_500m,restaurant_500m,supermarket_500m,Airport_500m,E_railway_500m,railway_500m,clinic_1000m,convenience_store_1000m,school_1000m,university_1000m,gov_service_1000m,Hospital_1000m,mall_1000m,night_club_1000m,public_park_1000m,restaurant_1000m,supermarket_1000m,Airport_1000m,E_railway_1000m,railway_1000m
1024,Smart Condo Rama 2,Bang Khun Thian,13.66036715,100.4273489,890000,1,1,28,8,8,2009,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,0,0,0,1,0,2,0,0,0,0,1,5,4,0,1,1,0,0,0,6,0,0,0,0
1024,Smart Condo Rama 2,Bang Khun Thian,13.66036715,100.4273489,895000,1,1,29,8,8,2009,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,0,0,0,1,0,2,0,0,0,0,1,5,4,0,1,1,0,0,0,6,0,0,0,0
1024,Smart Condo Rama 2,Bang Khun Thian,13.66036715,100.4273489,1140000,1,1,29,8,8,2009,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,0,0,0,1,0,2,0,0,0,0,1,5,4,0,1,1,0,0,0,6,0,0,0,0
1024,Smart Condo Rama 2,Bang Khun Thian,13.66036715,100.4273489,875000,1,1,29,8,8,2009,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,0,0,0,1,0,2,0,0,0,0,1,5,4,0,1,1,0,0,0,6,0,0,0,0
1024,Smart Condo Rama 2,Bang Khun Thian,13.66036715,100.4273489,839000,1,1,25,8,8,2009,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,0,0,0,1,0,2,0,0,0,0,1,5,4,0,1,1,0,0,0,6,0,0,0,0
1024,Smart Condo Rama 2,Bang Khun Thian,13.66036715,100.4273489,900000,1,1,29,8,8,2009,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,0,0,0,1,0,2,0,0,0,0,1,5,4,0,1,1,0,0,0,6,0,0,0,0
1024,Smart Condo Rama 2,Bang Khun Thian,13.66036715,100.4273489,819900,1,1,24,8,8,2009,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,0,0,0,1,0,2,0,0,0,0,1,5,4,0,1,1,0,0,0,6,0,0,0,0
1024,Smart Condo Rama 2,Bang Khun Thian,13.66036715,100.4273489,970000,2,1,29,8,8,2009,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,0,0,0,1,0,2,0,0,0,0,1,5,4,0,1,1,0,0,0,6,0,0,0,0
1024,Smart Condo Rama 2,Bang Khun Thian,13.66036715,100.4273489,941000,2,1,29,8,8,2009,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,0,0,0,1,0,2,0,0,0,0,1,5,4,0,1,1,0,0,0,6,0,0,0,0
1024,Smart Condo Rama 2,Bang Khun Thian,13.66036715,100.4273489,970000,2,1,29,8,8,2009,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,0,0,0,1,0,2,0,0,0,0,1,5,4,0,1,1,0,0,0,6,0,0,0,0
1024,Smart Condo Rama 2,Bang Khun Thian,13.66036715,100.4273489,999000,1,1,28,8,8,2009,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,0,0,0,1,0,2,0,0,0,0,1,5,4,0,1,1,0,0,0,6,0,0,0,0
1024,Smart Condo Rama 2,Bang Khun Thian,13.66036715,100.4273489,950000,1,1,28,8,8,2009,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,0,0,0,1,0,2,0,0,0,0,1,5,4,0,1,1,0,0,0,6,0,0,0,0
1024,Smart Condo Rama 2,Bang Khun Thian,13.66036715,100.4273489,999000,1,1,28,8,8,2009,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,0,0,0,1,0,2,0,0,0,0,1,5,4,0,1,1,0,0,0,6,0,0,0,0
1024,Smart Condo Rama 2,Bang Khun Thian,13.66036715,100.4273489,1080000,1,1,28,8,8,2009,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,0,0,0,1,0,2,0,0,0,0,1,5,4,0,1,1,0,0,0,6,0,0,0,0
1456,Unio Rama 2 Thakham,Bang Khun Thian,13.6615904,100.4440255,1750000,1,1,26.6,8,3,2017,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,1,7,2,0,1,0,2,0,0,5,0,0,0,0
1456,Unio Rama 2 Thakham,Bang Khun Thian,13.6615904,100.4440255,1450000,1,1,23,8,3,2017,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,1,7,2,0,1,0,2,0,0,5,0,0,0,0
1456,Unio Rama 2 Thakham,Bang Khun Thian,13.6615904,100.4440255,1510000,1,1,26.8,8,3,2017,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,1,7,2,0,1,0,2,0,0,5,0,0,0,0
1456,Unio Rama 2 Thakham,Bang Khun Thian,13.6615904,100.4440255,1600000,1,1,22.9,8,3,2017,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,1,7,2,0,1,0,2,0,0,5,0,0,0,0
1456,Unio Rama 2 Thakham,Bang Khun Thian,13.6615904,100.4440255,1800000,1,1,26.7,8,3,2017,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,1,7,2,0,1,0,2,0,0,5,0,0,0,0
1456,Unio Rama 2 Thakham,Bang Khun Thian,13.6615904,100.4440255,1440000,1,1,23,8,3,2017,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,1,7,2,0,1,0,2,0,0,5,0,0,0,0
1456,Unio Rama 2 Thakham,Bang Khun Thian,13.6615904,100.4440255,1460000,1,1,23,8,3,2017,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,1,7,2,0,1,0,2,0,0,5,0,0,0,0
1456,Unio Rama 2 Thakham,Bang Khun Thian,13.6615904,100.4440255,1790000,1,1,27,8,3,2017,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,1,7,2,0,1,0,2,0,0,5,0,0,0,0
1456,Unio Rama 2 Thakham,Bang Khun Thian,13.6615904,100.4440255,1420000,1,1,23,8,3,2017,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,1,7,2,0,1,0,2,0,0,5,0,0,0,0
1456,Unio Rama 2 Thakham,Bang Khun Thian,13.6615904,100.4440255,2200000,1,1,26,8,3,2017,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,1,7,2,0,1,0,2,0,0,5,0,0,0,0
1456,Unio Rama 2 Thakham,Bang Khun Thian,13.6615904,100.4440255,1800000,1,1,26,8,3,2017,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,1,7,2,0,1,0,2,0,0,5,0,0,0,0
1456,Unio Rama 2 Thakham,Bang Khun Thian,13.6615904,100.4440255,1900000,1,1,26,8,3,2017,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,1,7,2,0,1,0,2,0,0,5,0,0,0,0
1456,Unio Rama 2 Thakham,Bang Khun Thian,13.6615904,100.4440255,1550000,1,1,23,8,3,2017,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,1,7,2,0,1,0,2,0,0,5,0,0,0,0
1456,Unio Rama 2 Thakham,Bang Khun Thian,13.6615904,100.4440255,2100000,1,1,27,8,3,2017,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,1,7,2,0,1,0,2,0,0,5,0,0,0,0
1456,Unio Rama 2 Thakham,Bang Khun Thian,13.6615904,100.4440255,1900000,1,1,26,8,3,2017,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,1,7,2,0,1,0,2,0,0,5,0,0,0,0
1456,Unio Rama 2 Thakham,Bang Khun Thian,13.6615904,100.4440255,1700000,1,1,26,8,3,2017,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,1,7,2,0,1,0,2,0,0,5,0,0,0,0
1316,The Privacy Pracha Uthit - Suksawat,Thung Khru,13.6616454,100.5027806,1450000,1,1,23.9,8,3,2015,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,1,0,0,0,0
1316,The Privacy Pracha Uthit - Suksawat,Thung Khru,13.6616454,100.5027806,1782000,1,1,33,8,3,2015,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,1,0,0,0,0
1316,The Privacy Pracha Uthit - Suksawat,Thung Khru,13.6616454,100.5027806,1782000,1,1,33,8,3,2015,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,1,0,0,0,0
1316,The Privacy Pracha Uthit - Suksawat,Thung Khru,13.6616454,100.5027806,1656000,1,1,34,8,3,2015,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,1,0,0,0,0
1316,The Privacy Pracha Uthit - Suksawat,Thung Khru,13.6616454,100.5027806,2200000,1,1,30,8,3,2015,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,1,0,0,0,0
1316,The Privacy Pracha Uthit - Suksawat,Thung Khru,13.6616454,100.5027806,1960000,1,1,30,8,3,2015,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,1,0,0,0,0
1316,The Privacy Pracha Uthit - Suksawat,Thung Khru,13.6616454,100.5027806,2045000,1,1,33,8,3,2015,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,1,0,0,0,0
778,Notting Hill Sukhumvit 105,Bang Na,13.66199964,100.6070381,3000000,1,1,30,8,6,2019,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
778,Notting Hill Sukhumvit 105,Bang Na,13.66199964,100.6070381,2450000,1,1,26,8,6,2019,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
778,Notting Hill Sukhumvit 105,Bang Na,13.66199964,100.6070381,2390000,1,1,25.8,8,6,2019,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
778,Notting Hill Sukhumvit 105,Bang Na,13.66199964,100.6070381,2290000,1,1,26,8,6,2019,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
778,Notting Hill Sukhumvit 105,Bang Na,13.66199964,100.6070381,2350000,1,1,25,8,6,2019,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
