id,Name,lat,long
524,KnightsBridge Space Ratchayothin,13.82529719,100.5665423
525,KnightsBridge Space Rama9,13.75583476,100.5624428
526,Kraam Sukhumvit 26,13.72608377,100.5700836
527,Kritsakon Condo VIlle,13.78359897,100.4817506
528,Kuruthanee Privacy,13.78780821,100.4882507
529,L Loft Ratchada 19,13.80057502,100.5737544
530,L Style Condo,13.77509494,100.5818971
531,La citta,13.7313699,100.5837547
532,La Citta Delre Thonglor 16,13.7337874,100.5851975
533,La Maison Phaholyothin 24,13.8198614,100.5683407
534,La Maison Sukhumvit 22,13.7266459,100.5639289
535,La Salle Park,13.66038584,100.6068415
536,La Vie En Rose Place,13.7218588,100.5760629
537,Lake Green,13.7342633,100.5559429
538,Landmark @MRTA Station,13.75596002,100.5838981
539,Langsuan Ville,13.73983367,100.5427634
540,Lapa Place,13.71188189,100.5467705
541,Las Colinas,13.7375078,100.5619872
542,LAVIQ Sukhumvit 57,13.72449985,100.5807604
543,Le Celeste Rama 9 - Srinakarin,13.74818967,100.6456059
544,Le Champs,13.77967237,100.6193705
545,Le Cote Sukhumvit 14,13.73622313,100.5602042
546,Le Cote Thonglor 8,13.73120181,100.582687
547,Le Jardin young place,13.8333726,100.569626
548,Le Monaco Residence Ari,13.78739387,100.5440713
549,Le Nice Ekamai,13.72580039,100.5854453
550,Le Premier 1,13.7376234,100.5626362
551,Le Premier 2,13.72503446,100.5822283
552,Le Raffine Jambu Dvipa Sukhumvit 39,13.73325924,100.5705158
553,Le Raffine Jambunuda Sukhumvit 31,13.7341244,100.5659655
554,Le Raffine Sukhumvit 24,13.7259656,100.5671581
555,Le Rich @ Aree station,13.77910192,100.5411559
556,Le Rich Ratchada - Sutthisarn,13.78964367,100.571976
557,Le Rich Sathorn - Satupradit,13.6909013,100.5343886
558,Leticia Rama 9,13.76249302,100.591571
559,Levo Ladprao 18 Project 1,13.80517882,100.5698501
560,LIB Ladprao 20,13.8051404,100.5708969
561,LIB Ramkhamhaeng 43/1,13.76418886,100.6154185
562,Liberty Park,13.74164009,100.5649575
563,Liberty Park 2,13.74700642,100.5559866
564,Library Houze Charan 13,13.7404215,100.4628218
565,Life @ BTS Tha - Phra,13.71781006,100.4769127
566,Life @ Ladprao 18,13.80715064,100.5702427
567,Life @ Phahon - Ari,13.78935023,100.5475626
568,Life @ Phahon 18,13.79654877,100.552785
569,Life @ Ratchada,13.7829655,100.5745881
570,Life @ Ratchada - Huay Kwang,13.77918176,100.5744003
571,Life @ Ratchada - Suthisan,13.7909735,100.5749007
572,Life @ Sathorn 10,13.72258032,100.5271053
573,Life @ Sukhumvit 65,13.71729503,100.5891947
574,Life Asoke,13.7505301,100.5649605
575,Life Ladprao,13.8171177,100.5635653
576,Life Ladprao Valley,13.8158842,100.5629623
577,Life One Wireless,13.7479803,100.549175
578,Life Pinklao,13.77614571,100.4857188
579,Life Sathorn Sierra,13.71719213,100.4790878
580,Life Sukhumvit 48,13.71131258,100.5947519
581,Life Sukhumvit 62,13.69519531,100.6035194
582,LIV@49,13.72862553,100.5753193
583,Living Nest Ramkhamhaeng,13.7634037,100.6404556
584,Living Place Ladprao 138,13.7693297,100.6380738
585,LLOYD Soonvijai-Thonglor,13.747432,100.5817086
586,LPN Tower,13.70402688,100.5443492
587,Lucas Garden - Family House,13.80010581,100.6063572
588,Lugano Ladprao 18,13.8032802,100.5695871
589,Lumpini Center Happyland,13.77429895,100.6414142
590,Lumpini Center Ladprao 111,13.7714587,100.6370599
591,Lumpini Center Nawamin,13.7781487,100.643104
592,Lumpini Center Sukhumvit 77,13.71307097,100.605086
593,Lumpini Condo Town Bangkhae,13.70695792,100.4216241
594,Lumpini Condo Town Bodindecha - Ramkhamhaeng,13.76686888,100.6162207
595,Lumpini Condo Town Ramindra - Latplakhao,13.86285,100.6132308
596,Lumpini Condo Town Ramintra - Laksi,13.87288948,100.6038467
597,Lumpini Condo Town Ramintra - Nawamin,13.8366153,100.6627672
598,Lumpini Condotown Romklao - Suvarnabhumi,13.73698202,100.7432309
599,Lumpini Park Nawamin - Sriburapha,13.79419738,100.6534842
600,LUMPINI PARK PHAHON 32,13.8328796,100.5723097
601,Lumpini Park Phetkasem 98,13.7108213,100.3829924
602,Lumpini Park Pinklao,13.78073998,100.4759545
603,Lumpini Park Rama 9 - Ratchada,13.75213084,100.5764372
604,Lumpini Park Riverside Rama 3,13.67858451,100.5275501
605,Lumpini Park Vibhavadi - Chatuchak,13.79739964,100.5581695
606,Lumpini Park View,13.7248999,100.546431
607,Lumpini Place Borom Ratchachonni Pinklao,13.7844329,100.4611193
608,Lumpini Place Narathiwas - Chaopraya,13.68348186,100.5486378
609,Lumpini Place Narathiwas 24,13.70061843,100.534868
610,Lumpini Place Narathiwasratchanakarin,13.69595271,100.544923
611,Lumpini Place Phahol - Saphankhwai,13.79177981,100.5438072
612,Lumpini Place Pinklao 1,13.7750762,100.481128
613,Lumpini Place Pinklao 2,13.78014091,100.4744636
614,Lumpini Place Rama 4 - Kluaynamthai,13.71225183,100.5827127
615,Lumpini Place Rama III - Riverview,13.6904149,100.5049008
616,Lumpini Place Rama IV - Sathorn,13.71841954,100.5500015
617,Lumpini Place Rama IX - Ratchada,13.75701039,100.5714057
618,Lumpini Place Rama VIII,13.77348049,100.4924313
619,Lumpini Place Ramindra - Laksi,13.87170642,100.6028221
620,Lumpini Place Ratchada - Thapra,13.70888362,100.481544
621,Lumpini Place Ratchada-Sathu,13.69707939,100.5327669
622,Lumpini Place Ratchayothin,13.83060527,100.5716076
623,Lumpini Place Sathorn,13.711058,100.5348865
624,Lumpini Place Srinakarin,13.73658406,100.6426809
625,Lumpini Place Suanplu - Sathorn,13.7206171,100.5406493
626,Lumpini Place Suksawat - Rama 2,13.6914312,100.4809456
627,Lumpini Place Taopoon-Interchange,13.8079967,100.5308143
628,Lumpini Place Water Cliff,13.7000378,100.5382697
629,Lumpini Selected Sutthisan - Saphankwai,13.7887042,100.5537126
630,Lumpini Suite Dindaeng - Ratchaprarop,13.7631804,100.5464742
631,Lumpini Suite Phetchaburi - Makkasan,13.7500544,100.5555539
632,Lumpini Suite Pinklao,13.7730614,100.4828112
633,Lumpini Suite Rama Vlll,13.772941,100.4918529
634,Lumpini Suite Ratchada - Rama III,13.69951867,100.5391916
635,Lumpini Suite Sukhumvit 41,13.730008,100.5720996
636,Lumpini Ville Bangkae,13.7108026,100.4205091
637,Lumpini Ville Cultural Center,13.7733253,100.5840831
638,Lumpini Ville Lasalle - Barring,13.6621234,100.6239778
639,Lumpini Ville Latphrao - Chokchai 4,13.7958269,100.5929158
640,Lumpini Ville On Nut - Phatthanakan,13.71760345,100.6544968
641,Lumpini Ville On Nut Latkrabang 2,13.7211433,100.7038376
642,Lumpini Ville Onnut - Ladkrabang,13.7216546,100.7152376
643,Lumpini Ville Onnut 46,13.7070139,100.6337543
644,Lumpini Ville Phahol - Suthisarn,13.7883758,100.5514336
645,Lumpini Ville Phatthanakan - New Phetchaburi,13.7362115,100.6168855
646,Lumpini Ville Phra Mae Maree - Sathorn,13.705083,100.525012
647,Lumpini Ville Prachachuen - Phongphet 2,13.8458414,100.542083
648,Lumpini Ville Ramintra - Laksi,13.8721997,100.6037097
649,Lumpini Ville Ramkhamhaeng 26,13.7534861,100.6310129
650,Lumpini Ville Ramkhamhaeng 44,13.7618974,100.6409042
651,Lumpini Ville Ramkhamhaeng 60/2,13.7629161,100.6494983
652,Lumpini Ville Ratchaphruek - Bang Waek,13.6868584,100.492276
653,Lumpini Ville Sukhumvit 77,13.71093907,100.6076102
654,Lumpini Ville Sukhumvit 77 2,13.7121713,100.6071723
655,M Jatujak,13.797263,100.5517915
656,M Ladprao,13.8163519,100.5623887
657,M Phayathai,13.760893,100.536221
658,M Silom,13.7271421,100.527213
659,M Thonglor 10,13.73097831,100.5870285
660,Ma Maison,13.7720742,100.6151828
661,Maestro 01 Sathorn-Yenakat,13.7177325,100.5478851
662,Maestro 02 Ruamrudee,13.7358309,100.5506528
663,Maestro 03 Ratchada-Rama 9,13.7630961,100.5647644
664,Maestro 07 Victory Monument,13.76396,100.5399989
665,Maestro 12,13.7537907,100.5296216
666,Maestro 14 Siam - Ratchathewi,13.7508744,100.529296
667,Maestro 19 Ratchada 19 Vipha,13.7968367,100.5696123
668,Maestro 39,13.7398558,100.572639
669,Magnolias Ratchadamri Boulevard,13.7425631,100.540769
670,Magnolias Waterfront Residences,13.7273052,100.5105012
671,Mahogany Tower,13.7225843,100.5665936
672,Maison De Siam,13.7266881,100.5622727
673,Maison De Ville,13.7920718,100.5477278
674,Maison Garden Chaeng Watthana,13.8980634,100.5773843
675,MANHATTAN CHIDLOM,13.7493923,100.5434392
676,Mano Tower,13.7438536,100.5723045
677,MARQUE Sukhumvit,13.73023085,100.5710688
678,MARU Ekkamai 2,13.724528,100.5852574
679,Master View Executive Place,13.7128323,100.4993969
680,Max Condominium Vibhavadi,13.8598328,100.5690766
681,Maxxi Condo,13.83703598,100.5839169
682,Mayfair Place Sukhumvit 50,13.70502126,100.5949673
683,Mayfair Place Sukhumvit 64,13.6870645,100.6059733
684,Mazarine Ratchayothin,13.8288684,100.5699921
685,Menam Residences,13.7064266,100.5058885
686,MeStyle @ Sukhumvit - Bangna,13.671463,100.6355819
687,Metha Place @ Ratchada,13.7782942,100.586556
688,Metris Rama 9-Ramkhamhaeng,13.7475742,100.6067533
689,Metro Luxe Kaset,13.84165209,100.5873763
690,Metro Luxe Paholyothin - Sutthisan,13.7874616,100.5580701
691,Metro Luxe Rama 4,13.71193273,100.5802581
692,Metro Luxe Ratchada,13.7842112,100.5726318
693,Metro Park Sathorn,13.71232969,100.4513946
694,Metro Sky Ratchada,13.7841713,100.5712747
695,Metro Sky Wutthakat,13.71571751,100.4728192
696,Metroluxe Rose Gold Phahol-Sutthisan,13.7867034,100.5576526
697,Millennium Residence,13.72954589,100.5626992
698,Mirage Sukhumvit 27,13.73517981,100.5645676
699,Miti Chiva Kaset Station,13.8406335,100.5778489
700,MITI Condo,13.82839251,100.5920454
701,MODE Sukhumvit 61,13.72264574,100.5828598
702,Modern Condo Bangplad-Charan79,13.79186561,100.501277
703,Modern Home Tower The Exclusive,13.6970525,100.5405208
704,MODIZ LADPRAO 18,13.8060932,100.5700721
705,Modiz Ratchada 32,13.814848,100.5763659
706,Modiz Station,13.8819474,100.6001251
707,Modiz Sukhumvit 50,13.70223858,100.5896524
708,Moniiq Sukhumvit 64,13.6887312,100.6024781
709,Monte Rama 9,13.75048226,100.6126098
710,Monterey Place,13.723687,100.5618353
711,Moon Tower,13.72570381,100.5818933
712,Mori Haus,13.71510633,100.6029566
713,Morning Suite,13.93410805,100.6275546
714,Motif Condo,13.7267046,100.4875522
715,Motive Condominium Chaengwattana,13.889401,100.5754419
716,Movenpick Residences Ekkamai Bangkok,13.7392497,100.588918
717,Mulberry Grove Sukhumvit,13.71795771,100.588106
718,MUNIQ Langsuan,13.735078,100.5442236
719,MUNIQ Sukhumvit 23,13.7378664,100.5625844
720,My Condo Ladprao 27,13.80541165,100.5786241
721,My Condo Pinklao,13.77590247,100.4830994
722,My Condo Sathorn - Taksin,13.7226259,100.49618
723,My Condo Sukhumvit 103,13.6788327,100.623895
724,My Condo Sukhumvit 52,13.70377355,100.6001125
725,My Condo Sukhumvit 81,13.70530642,100.6038503
726,My Resort @ River,13.78882367,100.5055958
727,My Resort Bangkok,13.7482389,100.5666133
728,My Story Ladprao 71,13.8156625,100.6106341
729,N.T. House,13.7592543,100.5859507
730,Na Reva Charoennakhon,13.70687673,100.4907922
731,Na Vara Residence,13.74200269,100.5445165
732,Na Veera Phahol - Ari,13.78627702,100.5490534
733,Nara 9 by Eastern Star,13.7179413,100.5331621
734,Narathorn Place,13.7201384,100.5324819
735,Navin Court,13.73689373,100.5501096
736,New York Condo Ramindra 97,13.8280088,100.677179
737,Newton Tower,13.7386066,100.5550358
738,Niche id Phetkasem-Bangkae,13.7050396,100.4221358
739,Niche id Rama 2 - Daokhanong,13.67717526,100.4689926
740,Niche Mono Charoen Nakorn,13.696836,100.4858348
741,Niche Mono Itsaraphap,13.7396496,100.4838499
742,Niche Mono Peak Bangna,13.66407984,100.6370542
743,Niche Mono Rama 9,13.7629936,100.5939796
744,Niche Mono Ramkhamhaeng,13.75949466,100.6374615
745,Niche Pride Taopoon - Interchange,13.80575843,100.5315691
746,Nimit Langsuan,13.7349822,100.5421791
747,Niran City Bangkhae,13.69611739,100.4127709
748,Niran Condominium Donmuang,13.91442681,100.5880366
749,Nivati Thonglor 23,13.73900093,100.5804488
750,Noble 09 Ruamrudee,13.7410369,100.5497188
751,Noble Above Wireless-Ruamrudee,13.734639,100.5506436
752,Noble Ambience Sarasin,13.7353021,100.5403038
753,Noble Around 33,13.7359378,100.5676331
754,Noble Around Ari,13.77760794,100.5443441
755,Noble BE 33,13.7354264,100.5676846
756,Noble BE19,13.7423617,100.5596477
757,Noble Cube,13.73418193,100.6170083
758,Noble Form Thonglor,13.73541571,100.5840166
759,Noble House Phayathai,13.7587689,100.5352961
760,Noble Lite,13.7788857,100.5425603
761,Noble Ora,13.7363335,100.5845614
762,Noble Ploenchit,13.7440357,100.5486963
763,Noble Recole,13.7421466,100.5601554
764,Noble ReD,13.780289,100.5436543
765,Noble Refine,13.7282634,100.5711817
766,Noble Reflex,13.7819541,100.5433556
767,Noble Reform,13.7813444,100.5446239
768,Noble Remix,13.7245667,100.5772601
769,Noble Reveal,13.7218845,100.5848259
770,Noble Revent,13.757179,100.535399
771,Noble Revo Silom,13.7195089,100.5194916
772,Noble Revolve Ratchada,13.76345162,100.5693043
773,Noble Solo,13.7401414,100.5850628
774,NOBLE STATE 39,13.7340461,100.5710531
775,Notting Hill Jatujak - Interchange,13.7971852,100.552077
776,Notting Hill Phahol - Kaset,13.8598541,100.5871471
777,Notting Hill The Exclusive CharoenKrung,13.70316553,100.5055311
778,Notting Hill Sukhumvit 105,13.66199964,100.6070381
779,NS Tower Central City Bangna,13.6729642,100.6343485
780,NUE District R9,13.7563713,100.5676359
781,NUE Evo Ari,13.7782283,100.5421782
782,Nue Noble Chaengwattana,13.8959182,100.5490221
783,NUE NOBLE SRINAKARIN-LASALLE,13.65352573,100.6431845
784,Nusasiri Grand,13.7192973,100.5845557
785,Nye by Sansiri,13.7218367,100.49796
786,O2 Hip,13.7450639,100.5493803
787,OKA HAUS Sukhumvit 36,13.71733331,100.5744193
788,Omni Tower Sukhumvit Nana,13.73759215,100.5534942
789,One 9 Five Asoke - Rama 9,13.75691219,100.568322
790,Onpa Tower,13.78895922,100.4857378
791,Onyx Phaholyothin,13.7916432,100.548411
792,Oriental Residence,13.73821631,100.5462482
793,Oriental Towers,13.7302424,100.5888821
794,Origin Plug & Play Ramkhamhaeng Triple Station,13.7643056,100.6510556
795,Origins Rama 2,13.6541566,100.4238971
796,P. Pinklao Condominium 2,13.76844,100.452113
797,P. Thana Tower,13.7933212,100.5921679
798,P.P.H. Condo,13.9174024,100.5810227
799,Pabhada Silom,13.722601,100.5237352
800,Pano Ville,13.8000426,100.5735574
801,Parc Exo Kaset - Navamintra,13.81218617,100.6667354
802,Park Court Sukhumvit 77,13.71427517,100.6032888
803,PARK ORIGIN PHAYATHAI,13.73492872,100.5217744
804,Park Origin Phromphong,13.7254746,100.5656771
805,Park Origin Ratchathewi,13.7547493,100.5290655
806,Park Origin Thonglor,13.73224507,100.5847989
807,Park Pavillion,13.7837482,100.5417793
808,Park View Viphavadi,13.891438,100.584211
809,Park View Viphavadi 4,13.8898508,100.5836221
810,Park Village Onnut - Suvarnabhumi,13.72172979,100.6811494
811,Parque Phutthabucha 48,13.6470176,100.4947357
812,Patchara Place,13.7388324,100.5663058
813,Pathumwan Resort,13.7546125,100.5344977
814,Pattanakarn Life Complex,13.738607,100.6159784
815,Pause Sukhumvit 103,13.680537,100.6126005
816,Pearl Residences Sukhumvit 24,13.727756,100.566701
817,Pela Wutthakat,13.71302359,100.4718968
818,Petch 9 Tower,13.7534694,100.5341743
819,PG Rama IX,13.75521739,100.5692228
820,Phahol Metro,13.78646807,100.5482606
821,Phasuk Place,13.77779537,100.5384643
822,Phayathai Place,13.75859027,100.5339805
823,Phyll Phahol 34,13.8363901,100.5742802
824,Piamrak Residence,13.7038172,100.4807184
825,Piboon Condoville,13.8151438,100.5230925
826,Pikul Place,13.7193185,100.5276834
827,Pinklao Condominium,13.7815625,100.4701142
828,Pinklao Pavilion,13.7842858,100.4761998
829,Pinklao River Park View,13.7816354,100.4683046
830,Pinnapa On Nut,13.6958081,100.6404965
831,PITI Sukhumvit 101,13.6929511,100.6075709
832,Plum Condo Bangkae,13.7102774,100.396048
833,Plum Condo Chaengwattana Station,13.8793215,100.5864429
834,Plum Condo Chokchai 4,13.8130257,100.5961437
835,Plum Condo Extra Rama 2,13.6721469,100.4591642
836,Plum Condo Ladprao 101,13.7890639,100.6277884
837,Plum Condo Nawamin,13.8237755,100.6586159
838,Plum Condo Pinklao Station,13.7722806,100.483368
839,Plum Condo Ram 60 Interchange,13.7611172,100.6490497
840,Plum Condo Ramkhamhaeng Station,13.7433776,100.603193
841,Plum Condo Saphanmai Station,13.8947816,100.6131403
842,Plus 38 Hip,13.7212784,100.5776818
843,Plus 67,13.7185497,100.590496
844,PM Riverside,13.67435363,100.5464281
845,Polo Park,13.7322777,100.5471847
846,Prasanmit Condominium,13.7369968,100.5629289
847,Prasertsuk Place,13.7969871,100.5645645
848,Prayapirom Chateau Riverboat,13.70662841,100.4906188
849,Preen by Sansiri,13.7358758,100.5488246
850,Premier Condominium,13.7274664,100.568901
851,Premier Place,13.7430619,100.6202738
852,Premio Prime Boutique,13.8320953,100.6138356
853,Premio by Premium Place,13.8319348,100.6155295
854,Premsiri Boutique Park,13.8396747,100.5817804
855,President Park Sukhumvit 24,13.72205704,100.5655165
856,President Place,13.745757,100.5416299
857,Prestige Towers,13.74075073,100.5647941
858,Prima Srinakarin,13.7152002,100.6421011
859,Prime I - Zen Condo Ladprao 71,13.79960931,100.6059067
860,Prime Mansion One,13.74478609,100.5669542
861,Prime Mansion Promsri,13.7370633,100.5752098
862,Prime Mansion Sukhumvit 31,13.7393942,100.5673996
863,Prive by Sansiri,13.7348607,100.5469127
864,Prom Phaholyothin 2,13.7773302,100.5466552
865,Prueksa Thani 3 Condotel,13.72151117,100.6820607
866,Pyne by Sansiri,13.7519248,100.5310182
867,Q 1 Sukhumvit,13.74007796,100.5549557
868,Q Asoke,13.7484022,100.562828
869,Q Chidlom-Phetchaburi,13.7491299,100.5438171
870,Q House Condo Sukhumvit 79,13.7075988,100.6007253
871,Q House Sathorn,13.7247563,100.5416093
872,Q Langsuan,13.7391187,100.5425999
873,Q Prasarnmit,13.7435932,100.5672628
874,Quad Sathon,13.71750592,100.5305635
875,Quad Silom,13.72371424,100.5299795
876,Quattro by Sansiri,13.72753516,100.5816663
877,Quinn Condo Ratchada,13.786642,100.5732439
878,Quinn Sukhumvit 101,13.6899795,100.6091287
879,Quintara Arte Sukhumvit 52,13.70286442,100.5991604
880,Quintara Kynett Ratchada 12,13.77445598,100.5745439
881,Quintara Treehaus Sukhumvit 42,13.71562704,100.5862631
882,Raintree Village Apartment,13.7329746,100.5723835
883,Rama VI Mansion,13.80624111,100.5144763
884,Ramada Plaza Residence by Siamese Asset,13.70900063,100.5987788
885,Ratanakosin Island,13.75,100.5
886,Ratchada City 18,13.7835216,100.5851787
887,Ratchada Orchid,13.7867678,100.5783869
888,Ratchada Pavilion,13.8112371,100.5785355
889,Ratchathewi Tower,13.7535914,100.5325119
890,Rattanakosin View Mansion,13.76386576,100.4913426
891,REACH Phahon Yothin 52,13.8938046,100.6117618
892,Reference Sathorn - Wongwianyai,13.71932446,100.4941914
893,Regent Home 1 Phaholyothin 67,13.88873082,100.5999379
894,Regent Home 10 Changwattana,13.8770337,100.5953767
895,Regent Home 12 Latphrao 41,13.8023391,100.5871737
896,Regent Home 15 Changwattana,13.7014654,100.6119866
897,Regent Home 16 Phaholyotin 67,13.8872129,100.5999139
898,Regent home 18 changwattana - laksi,13.8775452,100.5947432
899,Regent Home 19 Sukhumvit 93,13.7002052,100.6084661
900,Regent Home 2,13.8879374,100.6010733
901,Regent Home 20 Prachachuen 16,13.8161865,100.5348249
902,Regent Home 22 Sukhumvit 85,13.7048718,100.6069921
903,Regent Home 3,13.8799845,100.5974977
904,Regent Home 4,13.7052651,100.609139
905,Regent Home 5 Ratchada 19,13.8002947,100.5710949
906,Regent Home 6 Prachacheun,13.8253805,100.5445453
907,Regent Home 7 Sukhumvit,13.67559462,100.6040429
908,Regent Home 8 Phaholyothin 67/1,13.8880566,100.6007002
909,Regent Home 9 Sukhumvit 64,13.68944489,100.602436
910,Regent home bangna,13.67155217,100.6021111
911,Regent Home Bangson,13.81903099,100.5289532
912,Regent Home Sukhumvit 81,13.7063243,100.6081263
913,Regent Home Sukhumvit 97/1,13.699373,100.6143137
914,Regent on the Park 1,13.7260647,100.5691871
915,Regent on the Park 2,13.726829,100.5833483
916,Regent on the Park 3,13.7423026,100.573411
917,Regent Orchid Sukhumvit 101,13.6906316,100.6112007
918,Regent Orchid Talad Plu,13.7166901,100.4761013
919,Regent Ratchada Tower,13.7846539,100.5698664
920,Regent Royal Place 1,13.74114399,100.5413929
921,Regent Royal Place 2,13.7396346,100.5416618
922,Regent Srinakarin Tower,13.7303322,100.640112
923,Rende Sukhumvit 23,13.7390655,100.5641927
924,Renova Residence Chidlom,13.7455931,100.5494764
925,Residence 52,13.7023391,100.5990067
926,Resorta Yen - akat,13.7109114,100.548573
927,Resta Jangwattana 12,13.8941004,100.5640854
928,Rhythm Asoke,13.754429,100.5641084
929,Rhythm Asoke 2,13.7538438,100.5649592
930,RHYTHM Charoenkrung Pavillion,13.70932551,100.5118537
931,RHYTHM Ekkamai,13.7226875,100.5844375
932,RHYTHM Ekkamai Estate,13.7294518,100.5858116
933,Rhythm Phahol-Ari,13.7889576,100.5454391
934,Rhythm Rangnam,13.7608876,100.537104
935,Rhythm Ratchada,13.7987993,100.5761821
936,Rhythm Ratchada-Huai Khwang,13.778115,100.5744674
937,Rhythm Sathorn,13.7168334,100.5165439
938,Rhythm Sathorn - Narathiwas,13.7187931,100.5328196
939,Rhythm Sukhumvit,13.7065175,100.5995047
940,Rhythm Sukhumvit 36 - 38,13.7218702,100.576904
941,Rhythm Sukhumvit 42,13.7177547,100.5853457
942,Rhythm Sukhumvit 44/1,13.7151732,100.5908525
943,Rich Park 2 @Taopoon Interchange,13.8058548,100.5288509
944,Richmond Palace,13.7324739,100.5739689
945,Richpark @ Bangson Station,13.8228571,100.5326409
946,Rimtara Residence,13.6879262,100.5103654
947,Rin House,13.7421326,100.5715994
948,Rise Rama 9,13.7504325,100.5982617
949,River Heaven,13.7021108,100.5002311
950,Riverside Tower,13.687004,100.5160852
951,Royal Castle Pattanakarn,13.7244779,100.6228553
952,Royal Park,13.7829191,100.5481046
953,Royal Park 3 Ari - Paholyothin,13.7801463,100.5423145
954,Royal River Place,13.6735656,100.545521
955,Royce Private Residences,13.74076704,100.5662276
956,Ruamjai Heights,13.7471854,100.5589424
957,Rye Talat Phlu,13.7164883,100.4759065
958,S 1 Rama 9,13.7439857,100.6304383
959,S&S Sukhumvit,13.6837366,100.6146672
960,S.V. City Rama 3,13.67273516,100.5434521
961,S47 Sukhumvit,13.73128388,100.5743958
962,Saichol Mansion,13.7158998,100.507517
963,Sailom City Resort,13.7781436,100.5469284
964,Saitharn Condominium,13.7612349,100.5384569
965,Saladaeng One,13.72646358,100.5411839
966,Saladaeng Residences,13.72541369,100.5383206
967,Salintara,13.68730703,100.5108398
968,Sammakorn Condominium,13.767914,100.6814636
969,Sampoom Garden,13.72210107,100.5250498
970,Samran Mansion,13.7766431,100.5824475
971,Sapphire Luxurious Condominium Rama 3,13.6738338,100.5384178
972,Saranjai Mansion,13.73812806,100.5541172
973,Saranville @ Happy Land,13.77778328,100.6416177
974,Sari by Sansiri,13.6873226,100.6067177
975,Sarin Place,13.8301483,100.5645369
976,Sathorn Gardens,13.72275267,100.5388687
977,Sathorn Happy Land Tower,13.71672371,100.5296092
978,Sathorn Heritage,13.71622934,100.5313997
979,Sathorn House,13.72015797,100.5213558
980,Sathorn Park Place,13.72305847,100.5399137
981,Sathorn Plus - By The Garden,13.71577551,100.5470409
982,SAVVI Phahol - Ari,13.77846145,100.5464531
983,Sawasdee Bangkok,13.69813667,100.6396035
984,SCOPE Langsuan,13.7424786,100.5440328
985,Sense Phaholyothin,13.78919008,100.5522729
986,Sense Sukhumvit,13.6781227,100.6067176
987,Serene Place Sukhumvit 24,13.7265427,100.5674524
988,Serio Sukhumvit 50,13.70565838,100.5972966
989,Serrano Condominium Rama II,13.66525914,100.4325843
990,Si Phraya River View,13.73237451,100.5140251
991,Siam Condominium,13.75887373,100.5672102
992,Siam Penthouse 1,13.73727204,100.5561654
993,Siamese Exclusive Queens,13.72324953,100.561352
994,Siamese Exclusive Ratchada,13.80022274,100.5753062
995,Siamese Exclusive Sukhumvit 31,13.73827157,100.566134
996,Siamese Exclusive Sukhumvit 42,13.71674477,100.5850113
997,Siamese Gioia,13.74317342,100.571177
998,Siamese Nang Linchee,13.70041683,100.5445376
999,Siamese Ratchakru,13.77603307,100.5428543
1000,Siamese Sukhumvit 87,13.70053129,100.6039695
1001,Siamese Surawong,13.7300326,100.527984
1002,Siamese Thirty Nine,13.73917122,100.572749
1003,Silk Phaholyothin 9,13.78624332,100.5433661
1004,Silk Place,13.8786296,100.597996
1005,Silk Sanampao,13.7744018,100.5416337
1006,Silom City Resort,13.72403569,100.5323192
1007,Silom Condominuim,13.72778144,100.5347476
1008,Silom Grand Terrace,13.72770427,100.5359684
1009,Silom State Tower,13.7214837,100.5168931
1010,Silom Suite,13.72180344,100.5263884
1011,Silom Surawong,13.72795618,100.5289708
1012,Silom Terrace,13.7271501,100.5345793
1013,Silver Heritage,13.71860329,100.5792722
1014,Sindhorn Lumpini,13.73447715,100.5418543
1015,Sindhorn Residence,13.73875955,100.5440586
1016,Sindhorn Tonson,13.73439446,100.5445788
1017,Sinthanee Residence Tower,13.83346897,100.6628382
1018,Siri at Sukhumvit,13.72242777,100.5800766
1019,Siri On 8,13.7369812,100.556135
1020,Siri Residence,13.72820428,100.5682976
1021,SiriMetro Ratchada - Vipawadee,13.79613772,100.5647704
1022,Sky Walk Condominium,13.7144886,100.5935367
1023,Skyrise Avenue Sukhumvit 64,13.68397362,100.6082546
1024,Smart Condo Rama 2,13.66036715,100.4273489
1025,Smart Condo Watcharapol,13.85817604,100.6462864
1026,Smart Z Onnuch,13.72116259,100.7336258
1027,SO Origin Phahol 69 Station,13.89018024,100.604549
1028,SOCIO Reference 61,13.72473106,100.583112
1029,SOCIO Ruamrudee,13.73586837,100.5509872
1030,SOHO Bangkok Ratchada,13.77824366,100.5758953
1031,Somkid Gardens,13.74607552,100.5454835
1032,Somkid Place,13.74824971,100.5448999
1033,Sosu Nakorn Condo,13.85669022,100.5046961
1034,Sribumpen Condo Home,13.71810723,100.5507869
1035,Srivara Mansion,13.77023273,100.5699614
1036,Sriwara Garden Condominium,13.77183416,100.6120612
1037,St. Charm,13.7020552,100.6544495
1038,St. Louis Grand Terrace,13.71933793,100.5267678
1039,Star View,13.68794635,100.5181273
1040,Studio One Studio Zone,13.7782799,100.6144501
1041,Suan Thon Park Condo,13.65250352,100.4878251
1042,Sucharee Life 2 Laksi - Chaengwattana,13.88792804,100.5772489
1043,Sukhapiban 3 Mansion,13.7611596,100.647982
1044,Sukhumvit Casa,13.73618677,100.5567722
1045,Sukhumvit City Resort,13.7468873,100.5566774
1046,Sukhumvit Garden Place,13.6979636,100.6175648
1047,Sukhumvit House,13.73853661,100.5647707
