name,lat,lng
โรงเรียนวัดเทวสุนทร,13.85389488,100.5620531
โรงเรียนบ้านลาดพร้าว,13.80456595,100.5878067
โรงเรียนรัตนโกสินทร์สมโภช (ราชทัณฑ์อุปถัมภ์),13.84691171,100.5486019
โรงเรียนเสนานิคม,13.83175178,100.5883609
โรงเรียนประชานิเวศน์(ประถมศึกษา),13.84371573,100.5465548
โรงเรียนลอยสายอนุสรณ์,13.84032033,100.6324419
โรงเรียนวัดลาดพร้าว,13.80314916,100.5902389
โรงเรียนคลองทรงกระเทียม,13.80031742,100.6128148
โรงเรียนวัดลาดปลาเค้า,13.84738668,100.6040176
โรงเรียนเทพวิทยา,13.83221421,100.5909264
โรงเรียนเพชรถนอม (คลองเสือน้อย),13.82289543,100.6157542
โรงเรียนคลองลำเจียก,13.81835969,100.634592
โรงเรียนวัดนวลจันทร์,13.81834639,100.627072
โรงเรียนวัดบางเตย,13.8033842,100.649184
โรงเรียนประภาสวิทยา,13.80417272,100.6622766
โรงเรียนวัดพิชัย,13.77303202,100.6585792
โรงเรียนคลองกุ่ม (เสรีไทย อนุสรณ์),13.78593615,100.6737353
โรงเรียนแย้มจาดวิชชานุสรณ์,13.83260276,100.6524421
โรงเรียนวัดประยุรวงค์,13.73708393,100.4945982
โรงเรียนวัดบุคคโล,13.70037629,100.4883379
โรงเรียนวัดดาวคนอง,13.69632769,100.4881552
โรงเรียนวัดกัลยาณมิตร,13.74065008,100.490848
โรงเรียนวัดขุนจันทร์,13.71984313,100.4709297
โรงเรียนวัดราชคฤห์,13.72270833,100.4800644
โรงเรียนวัดประดิษฐาราม,13.7343968,100.4875167
โรงเรียนวัดบางสะแกใน,13.71155385,100.4754825
โรงเรียนวัดเวฬุราชิณ,13.72624326,100.4860043
โรงเรียนกันตทาราราม,13.71764743,100.4783499
โรงเรียนวัดโพธินิมิตร,13.72075497,100.4847215
โรงเรียนวัดใหม่ยายนุ้ย,13.71202611,100.4690411
โรงเรียนวัดกระจับพินิจ,13.71488122,100.4859051
โรงเรียนวัดราชวรินทร์,13.70917313,100.4926001
โรงเรียนวัดใหญ่ศรีสุพรรณ,13.72901189,100.488583
โรงเรียนวัดบางน้ำชน,13.70409537,100.4907004
โรงเรียนวัดเศวตฉัตร,13.71312309,100.5060593
โรงเรียนวัดสุทธาราม,13.71310939,100.4934201
โรงเรียนวัดทองเพลง,13.72447298,100.5007133
โรงเรียนวัดทองธรรมชาติ,13.73401987,100.5064423
โรงเรียนวัดทองนพคุณ,13.73312229,100.5083598
โรงเรียนวัดพิชัยญาติ,13.73274733,100.4971968
โรงเรียนวัดสุวรรณ,13.7241964,100.5104941
โรงเรียนวัดนิมมานรดี,13.70932668,100.426789
โรงเรียนวัดจันทร์ประดิษฐาราม,13.72105367,100.4403781
โรงเรียนวัดอ่างแก้ว (จีบ ปานขำ),13.7161879,100.4531451
โรงเรียนวัดชัยฉิมพลี,13.73422022,100.4333383
โรงเรียนวัดโคนอน,13.71282704,100.4543634
โรงเรียนวัดมะพร้าวเตี้ย,13.7439503,100.4202478
โรงเรียนวัดโตนด,13.73630274,100.4528529
โรงเรียนวัดตะล่อม,13.74141609,100.4286105
โรงเรียนวัดกำแพง (เหรียญ ล้อมมานะนุกูล),13.73937277,100.4457423
โรงเรียนวัดทองศาลางาม,13.72861682,100.4639477
โรงเรียนวัดวิจิตรการนิมิตร,13.73992939,100.4602082
โรงเรียนวัดประดู่ (พ่วงอุทิศ),13.72233189,100.4567151
โรงเรียนบางจาก (โกมลประเสริฐอุทิศ),13.72688468,100.4464887
โรงเรียนวัดบางสะแกนอก,13.71582035,100.4755092
โรงเรียนวัดหัวกระบือ,13.61991959,100.449385
โรงเรียนราชมนตรี (ปลื้ม - เชื่อมนุกูล),13.64114259,100.4357512
โรงเรียนหมู่บ้านเกาะโพธิ์,13.57808724,100.3900258
โรงเรียนวัดแสมดำ,13.59089998,100.3862098
โรงเรียนคลองพิทยาลงกรณ์,13.52767342,100.420277
โรงเรียนวัดกำแพง,13.67898425,100.4463806
โรงเรียนศาลเจ้า (ห้าวนุกูลวิทยา),13.66406301,100.4270986
โรงเรียนวัดท่าข้าม,13.65222149,100.4472988
โรงเรียนวัดกก,13.67370586,100.4493436
โรงเรียนวัดบัวผัน,13.61218295,100.476833
โรงเรียนวัดประชาบำรุง,13.56936312,100.4411308
โรงเรียนวัดเลา (คณะศิษย์เทพสิทธิอุทิศ),13.66611555,100.4472819
โรงเรียนบางขุนเทียนศึกษา,13.64704525,100.4248148
โรงเรียนวัดมงคลวราราม,13.69572589,100.4799787
โรงเรียนวัดนางนอง (พิพัฒน์),13.70317137,100.4668411
โรงเรียนวัดศาลาครืน,13.70638092,100.4606479
โรงเรียนวัดโพธิ์ทอง (ขวัญโรจน์ราษฏ์รังสฤษฏ์),13.6684042,100.477654
โรงเรียนวัดสีสุก,13.67895225,100.4641394
โรงเรียนวัดบางประทุนนอก,13.69485609,100.459005
โรงเรียนวัดโพธิ์แก้ว,13.68361121,100.4878072
โรงเรียนวัดนาคนิมิตร,13.68821681,100.4795157
โรงเรียนวัดบางขุนเทียนนอก (ศิลปเดชศึกษาคาร),13.69679032,100.4651651
โรงเรียนวัดยายร่ม (วัฒนราษฎร์รังสรรค์),13.67461018,100.464658
โรงเรียนวัดไทร (ถาวรพรหมานุกูล),13.69103394,100.4556624
โรงเรียนวัดบางขุนนนท์,13.76705902,100.4690049
โรงเรียนวัดวิเศษการ,13.75693564,100.4824433
โรงเรียนวัดเจ้าอาม,13.77579781,100.4648606
โรงเรียนวัดโพธิ์เรียง,13.74433455,100.4718869
โรงเรียนวัดยางสุทธาราม,13.75393077,100.4740276
โรงเรียนวัดศรีสุดาราม,13.76681194,100.4725361
โรงเรียนวัดบางเสาธง,13.74318557,100.4674966
โรงเรียนวัดสุวรรณาราม,13.76211683,100.477667
โรงเรียนวัดพระยาทำ,13.74836929,100.4834343
โรงเรียนวัดมะลิ,13.76221886,100.460559
โรงเรียนวัดดงมูลเหล็ก,13.75144574,100.4753992
โรงเรียนวัดอัมพวา,13.74861449,100.4757143
โรงเรียนวัดสุวรรณคีรี,13.78083126,100.4681568
โรงเรียนวัดดุสิตาราม,13.76404812,100.4872045
โรงเรียนวัดปฐมบุตรอิศราราม,13.77328645,100.4766921
โรงเรียนพหลโยธิน (พ่วงเจริญอุปถัมภ์),13.94951409,100.6154473
โรงเรียนพิชัยพัฒนา,13.77332622,100.6565005
โรงเรียนวัดสะแกงาม,13.63381506,100.4193745
โรงเรียนแก้วขำทับอุปถัมภ์,13.59327129,100.4492598
โรงเรียนวัดบางกระดี่,13.59913844,100.4050186
โรงเรียนบางยี่ขันวิทยาคม,13.77551735,100.4904954
โรงเรียนวัดแสนสุข,13.81948412,100.7417991
โรงเรียนมีนบุรี,13.81299657,100.7312904
โรงเรียนคลองสองต้นนุ่น,13.79216885,100.7355758
โรงเรียนคลองสาม,13.79222196,100.7510296
โรงเรียนวังเล็กวิทยานุสรณ์ (คลองสี่),13.80329134,100.7703117
โรงเรียนบึงขวาง (มหาดไทยอุปถัมภ์),13.80305888,100.7573716
โรงเรียนสุเหร่าบางชัน,13.8040007,100.7019154
โรงเรียนวัดบำเพ็ญเหนือ,13.80001528,100.7083419
โรงเรียนสุเหร่าทรายกองดิน,13.83442494,100.7732663
โรงเรียนศาลาคู้,13.84520796,100.7955477
โรงเรียนบ้านเกาะ,13.822517,100.78138
โรงเรียนวัดทองสัมฤทธิ์,13.80093998,100.7867372
โรงเรียนวัดลาดกระบัง,13.72699102,100.752412
โรงเรียนวัดปลูกศรัทธา,13.72732083,100.7682702
โรงเรียนวัดสังฆราชา,13.7263627,100.7377256
โรงเรียนวัดบำรุงรื่น,13.74263055,100.755792
โรงเรียนวัดพลมานีย์,13.72308345,100.7980908
โรงเรียนวัดสุทธาโภชน์,13.7402482,100.7954479
โรงเรียนแสงหิรัญวิทยา,13.7127977,100.8129702
โรงเรียนวัดบึงบัว,13.76518536,100.7766546
โรงเรียนวัดทิพพาวาส,13.78047002,100.8013864
โรงเรียนลำพะอง (ราษฎร์จำเริญบุำรุง),13.77330392,100.8123076
โรงเรียนวัดราชโกษา,13.69962587,100.8512315
โรงเรียนประสานสามัคคี (บ้านทับยาว),13.73183849,100.8377642
โรงเรียนวัดขุมทอง,13.72206513,100.851509
โรงเรียนตำบลขุมทอง (ประชาอุทิศ),13.75484876,100.8571292
โรงเรียนขุมทอง (เพชรทองคำอุปถัมภ์),13.74165046,100.8527075
โรงเรียนวัดลานบุญ,13.72544709,100.7200417
โรงเรียนวัดปากบึง,13.77683958,100.7381443
โรงเรียนสุเหร่าลำนายโส,13.77546331,100.7243556
โรงเรียนแดงเป้า (สิงสุขบูรณะ),13.74823934,100.7243503
โรงเรียนเคหะชุมชนลาดกระบัง,13.76573153,100.730415
โรงเรียนประชาราษฎร์บำเพ็ญ,13.77577626,100.5836447
โรงเรียนพระราม ๙ กาญจนาภิเษก,13.75953554,100.5930694
โรงเรียนวัดใหม่ลำนกแขวก,13.80784996,100.8070807
โรงเรียนวัดมกุฎกษัตริยาราม,13.76533809,100.5069755
โรงเรียนวัดตรีทศเทพ,13.76148278,100.5032794
โรงเรียนวัดราชนัดดา,13.75545013,100.5038327
โรงเรียนวัดมหรรณพาราม,13.75414209,100.4989417
โรงเรียนวัดสุทัศน์,13.74894802,100.5013222
โรงเรียนวัดมหาธาตุ,13.75566314,100.491091
โรงเรียนวัดพระเชตุพน,13.74627121,100.4925758
โรงเรียนราชบพิธ,13.74976285,100.4996259
โรงเรียนวัดราชบูรณะ,13.74292067,100.4995176
โรงเรียนวัดอินทรวิหาร,13.76684925,100.5022779
โรงเรียนวัดพระพิเรนทร์,13.74758397,100.5056227
โรงเรียนวัดสิตาราม,13.75520441,100.5100177
โรงเรียนวัดคณิกาผล,13.7446375,100.5099962
โรงเรียนวัดดิสานุการาม,13.74898801,100.5081007
โรงเรียนวัดบรมนิวาส,13.75173395,100.5202045
โรงเรียนวัดชัยมงคล,13.74803523,100.5233987
โรงเรียนวัดปทุมวนาราม ในพระบรมราชูปถัมภ์สมเด็จพระเทพรัตนราชสุดาฯ สยามบรมราชกุมารี,13.74660034,100.5361318
โรงเรียนวัดสระบัว,13.74764983,100.5184675
โรงเรียนสวนลุมพินี,13.73306588,100.5452439
โรงเรียนวัดดวงแข,13.7420573,100.5194763
โรงเรียนปลูกจิต,13.72849857,100.5499666
โรงเรียนวัดจักรวรรดิ์,13.74266936,100.5036772
โรงเรียนวัดปทุมคงคา,13.73701194,100.5108721
โรงเรียนวัดสัมพันธวงค์,13.73836708,100.5095215
โรงเรียนวัดหัวลำโพง,13.73191299,100.5286112
โรงเรียนวัดม่วงแค,13.72623796,100.5151396
โรงเรียนวัดมหาพฤฒาราม,13.73219196,100.5170919
โรงเรียนวัดสวนพลู,13.72199424,100.5158336
โรงเรียนวัดแก้วแจ่มฟ้า,13.73177946,100.5194933
โรงเรียนวัดประชาระบือธรรม,13.78970478,100.5251298
โรงเรียนวัดสวัสดิ์วารีสีมาราม,13.7807782,100.5156662
โรงเรียนวัดราชผาติการาม,13.78056599,100.5045852
โรงเรียนวัดเทวราชกุญชร,13.77300885,100.5016606
โรงเรียนวัดสัมณานัมบริหาร,13.75981201,100.5163079
โรงเรียนเบญจมบพิตร,13.76631526,100.5127247
โรงเรียนสุโขทัย,13.77627259,100.5221757
โรงเรียนวัดจันทร์สโมสร,13.79100395,100.5152975
โรงเรียนวัดธรรมาภิรตาราม,13.79877608,100.5330598
โรงเรียนวัดดอกไม้,13.68312552,100.5260308
โรงเรียนวัดช่องลม,13.70441601,100.5459532
โรงเรียนวัดช่องนนทรี,13.69367649,100.5446442
โรงเรียนวัดปริวาศ,13.67308296,100.5333245
โรงเรียนวัดคลองใหม่,13.67798918,100.5438578
โรงเรียนวัดคลองภูมิ,13.68077022,100.5486923
โรงเรียนวัดไผ่ตัน,13.79628523,100.5482858
โรงเรียนบ้านบัวมล,13.88084735,100.6557439
โรงเรียนประชาภิบาล,13.87304009,100.5969774
โรงเรียนบ้านคลองบัว,13.86433542,100.6407138
โรงเรียนวัดไตรรัตนาราม,13.84995927,100.6182908
โรงเรียนไขศรีปราโมชอนุสรณ์,13.76424023,100.6365179
โรงเรียนสุเหร่าคลองจั่น,13.76446016,100.6347069
โรงเรียนวัดเทพลีลา,13.75830478,100.6155041
โรงเรียนวัดศรีบุญเรือง,13.7667909,100.6525059
โรงเรียนลำสาลี (ราษฎร์บำรุง),13.74948603,100.6504889
โรงเรียนคลองกะจะ,13.74895943,100.6290975
โรงเรียนสุเหร่าวังใหญ่,13.74922689,100.6741769
โรงเรียนสุเหร่าหัวหมากน้อย,13.75829206,100.656894
โรงเรียนบ้านบางกะปิ (ประถมศึกษา),13.7719651,100.6465128
โรงเรียนวัดบึงทองหลาง,13.79510917,100.6254403
โรงเรียนบางจาก (นาคเผื่อนอุปถัมป์),13.69644485,100.5955557
โรงเรียนวัดราษฎร์ศรัทธาธรรม,13.7025169,100.6222963
โรงเรียนพูนสิน (เพชรสุขอุปถัมภ์),13.68333031,100.6037686
โรงเรียนวัดธรรมมงคล (หลวงพ่อวิริยังค์อุปถัมป์),13.68883233,100.6153153
โรงเรียนไทยนิยมสงเคราะห์,13.87736151,100.5982375
โรงเรียนมัธยมบ้านบางกะปิ,13.77177263,100.6469091
โรงเรียนมัธยมประชานิเวศน์,13.84371573,100.5465548
โรงเรียนมัธยมนาคนาวาอุปถัมภ์,13.73152041,100.6130275
โรงเรียนมัธยมสุวิทย์เสรีอนุสรณ์,13.70920385,100.6620408
โรงเรียนวัดใหม่ช่องลม,13.74914205,100.5717219
โรงเรียนมัธยมปุรณาวาส,13.80124087,100.3369944
โรงเรียนมัธยมวัดสุทธาราม,13.7130729,100.4934753
โรงเรียนคงโครัดอุทิศ,13.68201892,100.4359617
โรงเรียนเกษตรทฤษฎีใหม่ตามแนวพระราชดำริ เขตหนองจอก,13.83272965,100.841393
โรงเรียนเกษตรทฤษฎีใหม่ตามแนวพระราชดำริ เขตทวีวัฒนา,13.76086499,100.347576
โรงเรียนเกษตรทฤษฎีใหม่ตามแนวพระราชดำริ เขตสายไหม,13.89505185,100.6603785
โรงเรียนเกษตรทฤษฎีใหม่ตามแนวพระราชดำริ เขตสะพานสูง,13.75131292,100.702172
โรงเรียนอมาตยกุล,13.8676472,100.5895207
โรงเรียนอนุบาลอนงค์นาฎ,13.86322886,100.6250344
โรงเรียนอนุบาลปราโมชพัฒนา,13.85037725,100.6450931
โรงเรียนนิเวศน์วารินทร์,13.88883778,100.6083642
โรงเรียนอนุบาลโชคชัยชัยพฤกษ์,13.86899843,100.6395161
โรงเรียนจารุวรรณ,13.87872877,100.6428688
โรงเรียนสุขฤทัย,13.85032881,100.6509484
โรงเรียนอนุบาลวัชรพล,13.87261397,100.6489226
โรงเรียนปราโมชวิทยารามอินทรา,13.86959471,100.6068716
โรงเรียนปราโมชวิทยาทาน,13.85980073,100.5868307
โรงเรียนถนอมบุตร,13.76591417,100.6524997
โรงเรียนนราธิปพิทยา,13.78597938,100.6404887
โรงเรียนพร้อมมิตรพิทยา,13.77064044,100.6553442
โรงเรียนพระมารดานิจจานุเคราะห์,13.79164385,100.6395664
โรงเรียนเพ็ญสมิทธ์,13.7625017,100.6639608
โรงเรียนอนุบาลชุติมา,13.74747529,100.642985
โรงเรียนอนุบาลวรรณทิพย์ ชุมชนคลองจั่น,13.77345675,100.6478272
โรงเรียนอนุบาลวิมลทิพย์,13.75135244,100.622595
โรงเรียนอนุบาลภัทรบุตร์,13.77254873,100.636252
โรงเรียนอนุบาลบ้านทิพย์,13.75174928,100.6158475
โรงเรียนอนุบาลกรสุภา,13.75820281,100.6432263
โรงเรียนอนุบาลกาญจนาพร,13.76172074,100.6470144
โรงเรียนณัฏฐวุฒิวิทยา,13.77922817,100.6403676
โรงเรียนหัวหมากวิทยานุสรณ์,13.76369385,100.6479715
โรงเรียนอนุบาลทับแก้ว,13.7447403,100.6532388
โรงเรียนกองทัพบกอุปถัมภ์เพชราวุธวิทยา,13.86002131,100.5918372
โรงเรียนวัฒนานนท์วิทยา,13.77540363,100.6513457
โรงเรียนอัสสัมชัญคอนแวนต์,13.72326719,100.5146212
โรงเรียนอัสสัมชัญ,13.72356703,100.5158437
โรงเรียนอัสสัมชัญคอนแวนต์ สีลม,13.7219479,100.5218987
โรงเรียนอัสสัมชัญศึกษา,13.72264828,100.5153107
โรงเรียนสวนบัว,13.777763,100.5412276
โรงเรียนอนุบาลพิณทิพย์,13.77982458,100.5483253
โรงเรียนอนุบาลดรุณา,13.79248735,100.5513776
โรงเรียนพระแม่มารีสาธุประดิษฐ์,13.6938579,100.5329136
โรงเรียนสารสาสน์พัฒนา,13.69193975,100.5302848
โรงเรียนสารสาสน์พิทยา,13.69714397,100.530679
โรงเรียนอนุบาลบ้านสานฝัน,13.71541306,100.5465522
โรงเรียนเชิดเจิมศิลป์,13.7251431,100.7857828
โรงเรียนมาเรียลัย,13.72560521,100.7918603
โรงเรียนยุพลพัฒน์วัฒนา,13.75531894,100.786187
โรงเรียนอนุบาลทอฟ้า,13.73890708,100.4310366
โรงเรียนสถาพรศึกษา,13.71920066,100.4664783
โรงเรียนขจรโรจน์วิทยา แผนกอนุบาล,13.65621473,100.4994394
โรงเรียนอนุบาลยุวมิตร,13.70255322,100.3582272
โรงเรียนวีรสุนทร,13.70959145,100.3523408
โรงเรียนอนุบาลเสริมปัญญาพุดตาน,13.68868633,100.3348861
โรงเรียนวลีรัตน์วิทยา,13.72462282,100.4375335
โรงเรียนอนุบาลเบญจมาศ,13.78648779,100.5524201
โรงเรียนอนุบาลพระแม่แห่งยุติธรรม,13.6812234,100.5295869
โรงเรียนตรีวิทยา,13.69796526,100.5308878
โรงเรียนวรมงคล,13.70018288,100.5333244
โรงเรียนอนุบาลมณีรัตน์,13.70557478,100.5369743
โรงเรียนอนุบาลมะลิวัลย์,13.69027714,100.5461844
โรงเรียนซางตาครู้สคอนแวนท์,13.73722601,100.4935265
โรงเรียนอรรถญาสาธิต,13.77305707,100.7310792
โรงเรียนอนุบาลเด่นสยาม,13.77456823,100.7321168
โรงเรียนอนุบาลดารวี,13.71667317,100.4335184
โรงเรียนเซนต์ปีเตอร์ ธนบุรี,13.73715479,100.4307947
โรงเรียนผดุงกิจวิทยา,13.71963881,100.4287283
โรงเรียนเผดิมศึกษา,13.72567555,100.4660469
โรงเรียนสุจิณณ์วดี,13.72474908,100.4561012
โรงเรียนสารสาสน์สุขสวัสดิ์,13.66907258,100.4822895
โรงเรียนอนุบาลรักวิทย์,13.70196798,100.3362185
โรงเรียนรุจิเสรีวิทยา,13.78445749,100.5532945
โรงเรียนธำรงค์วิทย์,13.77660948,100.5449933
โรงเรียนอนุบาลเปล่งประสิทธิ์สายลม,13.78174176,100.5496234
โรงเรียนสารสาสน์เอกตรา,13.69607936,100.5288879
โรงเรียนเซนต์ยอแซฟยานนาวา,13.70377273,100.536038
โรงเรียนเกื้อวิทยา,13.7097717,100.4952666
โรงเรียนซางตาครู้สศึกษา,13.73899325,100.4942682
โรงเรียนดรุณวิทย์วิทยา,13.72010107,100.4867331
โรงเรียนประเวศพิทยาคาร,13.72166748,100.713755
โรงเรียนศึกษาพัฒนา,13.72456603,100.7880897
โรงเรียนพร้อม,13.72261292,100.7168776
โรงเรียนอนุบาลวังทอง,13.76097142,100.7325345
โรงเรียนอนุบาลเคหะร่มเกล้า,13.77174524,100.7338252
โรงเรียนสารสาสน์วิเทศร่มเกล้า,13.74896158,100.7437451
โรงเรียนฐานปัญญา,13.69501697,100.4345798
โรงเรียนอนุบาลบ้านสวน,13.71687643,100.4374308
โรงเรียนทองพูน,13.74583369,100.4181322
โรงเรียนเปี่ยมสุวรรณวิทยา,13.73372075,100.4614735
โรงเรียนสุธรรมศึกษา,13.73134092,100.4618841
โรงเรียนอนุบาลธีรานุรักษ์,13.73912255,100.4544792
โรงเรียนขจรโรจน์วิทยา,13.6560036,100.4984767
โรงเรียนปัญญาศักดิ์,13.67254938,100.5083247
โรงเรียนเยาวลักษณ์วิทยาธนบุรี,13.67831861,100.4945594
โรงเรียนจันทศิริวิทยา,13.68017155,100.3430755
โรงเรียนกรพิทักษ์ศึกษา,13.67985603,100.3823559
โรงเรียนพิมานวิทย์,13.75811232,100.4986248
โรงเรียนภารตวิทยาลัย,13.75049553,100.5025157
โรงเรียนราชินี,13.74269192,100.4940142
โรงเรียนสตรีวรนาถ,13.76716105,100.5045087
โรงเรียนกองทัพบกอุปถัมภ์สื่อสารสงเคร,13.79353923,100.5292058
โรงเรียนกันตะบุตร,13.78877358,100.5163837
โรงเรียนจิตรลดา,13.77244743,100.5194967
โรงเรียนช่างอากาศอำรุง,13.79708938,100.5324753
โรงเรียนเซนต์คาเบรียล,13.7758998,100.506368
โรงเรียนเซนต์ฟรังซีสซาเวียร์คอนแวนต์,13.77669084,100.5056147
โรงเรียนพันธะวัฒนา,13.77932611,100.515139
โรงเรียนโยนออฟอาร์ค,13.77807415,100.5055681
โรงเรียนราชวัตรวิทยา,13.78141214,100.5198691
โรงเรียนราชินีบน,13.78966888,100.5133836
โรงเรียนวชิราวุธวิทยาลัย,13.77538285,100.5184152
โรงเรียนศรีดรุณ,13.79058792,100.5182637
โรงเรียนอนุบาลกรแก้ว,13.78845061,100.5291264
โรงเรียนอนุบาลธรรมภิรักษ์เทเวศร์,13.77121071,100.5045068
โรงเรียนอนุบาลยุววิทย์,13.77744163,100.5070068
โรงเรียนอนุบาลสาริน,13.78836555,100.5195164
โรงเรียนอักษรเจริญ,13.7784929,100.5197948
โรงเรียนเซนต์เทเรซา,13.85258975,100.8777902
โรงเรียนวิทยปัญญา,13.87575861,100.8830088
โรงเรียนสุเหร่าคู้วิทยา,13.85188783,100.8065141
โรงเรียนหนองจอกกงลิบฮัวเคียว,13.85733757,100.8655814
โรงเรียนหนองจอกพิทยานุสสรณ์มัธยม,13.86102159,100.8541406
โรงเรียนอนุบาลธนามาศ,13.85947742,100.8646734
โรงเรียนกรุงเทพคริสเตียนวิทยาลัย,13.72070443,100.5227229
โรงเรียนไทยคริสเตียนสะพานเหลือง,13.73448592,100.5232926
โรงเรียนเซนต์โยเซฟคอนเวนต์,13.72567274,100.5349415
โรงเรียนยุหมินพัฒนา,13.72701642,100.5193794
โรงเรียนสัจจพิทยา,13.71903451,100.5164618
โรงเรียนอนุบาลจิดาภา,13.7310087,100.5184158
โรงเรียนอนุบาลชวนชื่น,13.7213886,100.5275722
โรงเรียนอนุบาลเปล่งประสิทธิ์,13.72089036,100.5189517
โรงเรียนอนุบาลหัวหมาก,13.7641015,100.6478356
โรงเรียนประเสริฐธรรมวิทยา,13.73926951,100.5215389
โรงเรียนพระมหาไถ่ศึกษา,13.73564137,100.5496806
โรงเรียนมาแตร์เดอีวิทยาลัย,13.74333833,100.5431845
โรงเรียนสีตบุตรบำรุง,13.74320381,100.5211852
โรงเรียนสุนีพิทยา,13.72655086,100.5506473
โรงเรียนอนุบาลสุนี,13.72651569,100.5504898
โรงเรียนบัณฑิตวิทยา,13.75096119,100.5150488
โรงเรียนบำรุงอิสลามวิทยา,13.75268843,100.5164008
โรงเรียนประสาทวุฒิ,13.75034025,100.5072216
โรงเรียนสมานศึกษาวิทยา,13.74775027,100.5094706
โรงเรียนอนุบาลบ้านบาตร,13.75085158,100.5063834
โรงเรียนใจรักอนุบาล,13.69428634,100.6161661
โรงเรียนบพิธวิทยา,13.69219318,100.5918569
โรงเรียนพิพัฒนา,13.6883769,100.6075191
โรงเรียนสมาหารศึกษา,13.69755794,100.6037449
โรงเรียนอนุบาลปราณี,13.6802955,100.6324695
โรงเรียนอนุบาลปาณยา,13.69995499,100.6006918
โรงเรียนอนุบาลวัฒนาสาธิต,13.68901412,100.6303295
โรงเรียนเทพอักษร,13.79839807,100.7173195
โรงเรียนมีนบุรีศึกษา,13.81068205,100.7249657
โรงเรียนมีนประสาทวิทยา,13.80907243,100.7289308
โรงเรียนสุขเนตร,13.81363104,100.7246174
โรงเรียนสุดใจวิทยา,13.8289951,100.7196618
โรงเรียนพรประสาทวิทยา,13.71992068,100.4730846
โรงเรียนมณีวิทยา,13.71800968,100.4842697
โรงเรียนศิริรักษ์วิทยา,13.70056984,100.4801846
โรงเรียนสหนิยมวิทยา,13.72379671,100.4899833
โรงเรียนสหบำรุงวิทยา,13.73049631,100.4912554
โรงเรียนแสงอรุณ,13.73816482,100.4922471
โรงเรียนอนุบาลวรรณบูรณ์ศึกษา,13.73696063,100.4940611
โรงเรียนอนุบาลแสงอรุณธนบุรี,13.73940018,100.494243
โรงเรียนอำนวยศิษย์ศึกษา,13.71357956,100.470789
โรงเรียนชัยพิทยพัฒน์ มูลนิธิชัยพัฒนา (จารุวัฒนานุกูล ท่าพระ),13.72988347,100.4834475
โรงเรียนชาตศึกษา,13.74081233,100.4804184
โรงเรียนสายประสิทธิ์วิทยา,13.7290384,100.4751295
โรงเรียนอนุบาลวรพิม,13.72939679,100.4711187
โรงเรียนดลวิทยา,13.74629485,100.5900301
โรงเรียนสิริเทพ,13.79595299,100.582005
โรงเรียนอนุบาลโชคชัย,13.77985503,100.5819058
โรงเรียนอนุบาลบุณยรักษ์,13.77675286,100.5877944
โรงเรียนอนุบาลสามภาษาบ้านต้นไม้,13.79204541,100.5838284
โรงเรียนอนุบาลวัฒนานิเวศน์,13.79300965,100.5828823
โรงเรียนอนุบาลสีชมพูมอนเทสซอริ,13.77565768,100.5767727
โรงเรียนจันทรวิทยา,13.73206888,100.5017418
โรงเรียนพัฒนาวิทยา,13.73003239,100.4962179
โรงเรียนอนุบาลเชาวน์ดี,13.71757587,100.5007157
โรงเรียนอนุบาลนันทิยา,13.71555048,100.5037818
โรงเรียนอนุบาลศันสนีย์,13.71563392,100.5064081
โรงเรียนจิตตเมตต์,13.79017747,100.4283609
โรงเรียนนิลประพันธ์,13.78030271,100.4597557
โรงเรียนวรรัตน์ศึกษา,13.79577676,100.4554585
โรงเรียนอนุบาลนกน้อย,13.74797509,100.4261442
โรงเรียนอนุบาลอภิรักษ์ชัยพฤกษ์,13.79471792,100.4647936
โรงเรียนอยู่เย็นวิทยา,13.75464982,100.4286723
โรงเรียนดิลกศึกษา,13.7677525,100.4694346
โรงเรียนเทพกาญจนา,13.75081068,100.4772909
โรงเรียนนฤมลทิน ธนบุรี,13.74792097,100.4692369
โรงเรียนบำรุงวิทยาธนบุรี,13.75179013,100.4691963
โรงเรียนมงคลวิจิตรวิทยา,13.76350491,100.4677527
โรงเรียนศุภวรรณ,13.7479386,100.4708275
โรงเรียนอนุบาลสุภัทรา,13.75350578,100.4860929
โรงเรียนอนุชนบางกอกน้อย,13.76251125,100.4857336
โรงเรียนอนุบาลจันทยานนท์,13.75178326,100.4733761
โรงเรียนอนุบาลบุษกร,13.77536822,100.4762428
โรงเรียนจารุวัฒนานุกูล,13.66074892,100.4327638
โรงเรียนรุ่งอรุณ,13.65743005,100.4654855
โรงเรียนวรรณสว่างจิต,13.65987488,100.4385268
โรงเรียนศิรินุสรณ์วิทยา,13.66518868,100.4278449
โรงเรียนสมิทธิพงษ์,13.66227042,100.4431911
โรงเรียนสุพิชญา,13.65733996,100.421937
โรงเรียนนพรัตน์พัฒนศาสตร์,13.61576922,100.403869
โรงเรียนอนุบาลสุพิชญา,13.64721302,100.422357
โรงเรียนอนุบาลเสริมวิทย์,13.6719532,100.4537979
โรงเรียนอนุบาลอภิสรา,13.65212577,100.4153057
โรงเรียนอนุบาลปัญญาศักดิ์,13.66927545,100.5056231
โรงเรียนอนุบาลเยาวมิตร,13.68021788,100.4928981
โรงเรียนอนุบาลรังสิมา,13.68973439,100.4827147
