name,district,lat,long,sale_price,asking_price,asking_price_change_quater,asking_price_change_year,gross_rental_yield,rental_price_change_year,bedrooms,bathrooms,internal_area,floors,towers,year_built,has_elevator,has_parking,has_security,has_cctv,has_pool,has_sauna,has_gym,has_garden_bbq,has_playground,has_shop_on_premise,has_restaurant_on_premise,has_wifi,city_train_distance,express_way_distance,close_city_train,close_express_way
Domus,Khlong Toei,13.73330095,100.5618799,24000000.0,245490.0,0.0,4.9,3.0,5.3,2.0,2.0,102.0,12.0,2.0,2006.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,550.0,1900.0,1.0,0.0
Domus,Khlong Toei,13.73330095,100.5618799,43000000.0,245490.0,0.0,4.9,3.0,5.3,2.0,3.0,167.0,12.0,2.0,2006.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,550.0,1900.0,1.0,0.0
Domus,Khlong Toei,13.73330095,100.5618799,25613707.0,245490.0,0.0,4.9,3.0,5.3,1.0,1.0,169.2,12.0,2.0,2006.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,550.0,1900.0,1.0,0.0
Domus,Khlong Toei,13.73330095,100.5618799,43000000.0,245490.0,0.0,4.9,3.0,5.3,2.0,3.0,167.0,12.0,2.0,2006.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,550.0,1900.0,1.0,0.0
City Lakes Tower Sukhumvit 16,Khlong Toei,13.7336812,100.5610784,31356420.0,98694.0,0.0,0.0,4.0,2.2,1.0,1.0,339.8,28.0,1.0,1992.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,470.0,1800.0,1.0,0.0
City Lakes Tower Sukhumvit 16,Khlong Toei,13.7336812,100.5610784,31356420.0,98694.0,0.0,0.0,4.0,2.2,1.0,1.0,339.8,28.0,1.0,1992.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,470.0,1800.0,1.0,0.0
XT Ekkamai,Watthana,13.7337829,100.5869721,9490000.0,156820.0,0.0,-26.7,4.5,8.0,2.0,2.0,46.5,38.0,1.0,2020.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1700.0,2500.0,0.0,0.0
XT Ekkamai,Watthana,13.7337829,100.5869721,5821016.0,156820.0,0.0,-26.7,4.5,8.0,1.0,1.0,44.4,38.0,1.0,2020.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1700.0,2500.0,0.0,0.0
XT Ekkamai,Watthana,13.7337829,100.5869721,9490000.0,156820.0,0.0,-26.7,4.5,8.0,2.0,2.0,46.5,38.0,1.0,2020.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1700.0,2500.0,0.0,0.0
XT Ekkamai,Watthana,13.7337829,100.5869721,8290000.0,156820.0,0.0,-26.7,4.5,8.0,2.0,2.0,46.5,38.0,1.0,2020.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1700.0,2500.0,0.0,0.0
XT Ekkamai,Watthana,13.7337829,100.5869721,5821016.0,156820.0,0.0,-26.7,4.5,8.0,1.0,1.0,44.4,38.0,1.0,2020.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1700.0,2500.0,0.0,0.0
XT Ekkamai,Watthana,13.7337829,100.5869721,4890000.0,156820.0,0.0,-26.7,4.5,8.0,1.0,1.0,30.1,38.0,1.0,2020.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1700.0,2500.0,0.0,0.0
La Citta Delre Thonglor 16,Khlong Toei,13.7337874,100.5851975,19500000.0,251558.0,0.0,-1.7,5.3,24.0,1.0,2.0,75.0,8.0,2.0,2020.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,150.0,2500.0,1.0,0.0
La Citta Delre Thonglor 16,Khlong Toei,13.7337874,100.5851975,33400000.0,251558.0,0.0,-1.7,5.3,24.0,2.0,3.0,122.0,8.0,2.0,2020.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,150.0,2500.0,1.0,0.0
La Citta Delre Thonglor 16,Khlong Toei,13.7337874,100.5851975,66000000.0,251558.0,0.0,-1.7,5.3,24.0,3.0,4.0,225.0,8.0,2.0,2020.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,150.0,2500.0,1.0,0.0
Le Raffine Jambunuda Sukhumvit 31,Khlong Toei,13.7341244,100.5659655,99000000.0,203666.0,0.0,63.4,3.0,6.7,3.0,4.0,400.0,30.0,1.0,2006.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,600.0,2200.0,1.0,0.0
Le Raffine Jambunuda Sukhumvit 31,Khlong Toei,13.7341244,100.5659655,61390399.0,203666.0,0.0,63.4,3.0,6.7,1.0,1.0,575.8,30.0,1.0,2006.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,600.0,2200.0,1.0,0.0
Noble Cube,Suan Luang,13.73418193,100.6170083,13100000.0,53496.0,0.0,-33.3,9.6,0.0,3.0,3.0,186.0,3.0,1.0,2013.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5300.0,1500.0,0.0,0.0
Lake Green,Khlong Toei,13.7342633,100.5559429,16900000.0,105833.0,0.0,-11.9,3.9,-8.3,2.0,2.0,150.0,27.0,1.0,1997.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,700.0,1400.0,1.0,0.0
Lake Green,Khlong Toei,13.7342633,100.5559429,15500000.0,105833.0,0.0,-11.9,3.9,-8.3,3.0,2.0,150.0,27.0,1.0,1997.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,700.0,1400.0,1.0,0.0
Lake Green,Khlong Toei,13.7342633,100.5559429,15930717.0,105833.0,0.0,-11.9,3.9,-8.3,1.0,1.0,168.1,27.0,1.0,1997.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,700.0,1400.0,1.0,0.0
Lake Green,Khlong Toei,13.7342633,100.5559429,15500000.0,105833.0,0.0,-11.9,3.9,-8.3,2.0,2.0,151.4,27.0,1.0,1997.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,700.0,1400.0,1.0,0.0
Lake Green,Khlong Toei,13.7342633,100.5559429,17500000.0,105833.0,0.0,-11.9,3.9,-8.3,2.0,2.0,138.7,27.0,1.0,1997.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,700.0,1400.0,1.0,0.0
Lake Green,Khlong Toei,13.7342633,100.5559429,15930717.0,105833.0,0.0,-11.9,3.9,-8.3,1.0,1.0,168.1,27.0,1.0,1997.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,700.0,1400.0,1.0,0.0
Lake Green,Khlong Toei,13.7342633,100.5559429,15500000.0,105833.0,0.0,-11.9,3.9,-8.3,2.0,2.0,151.4,27.0,1.0,1997.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,700.0,1400.0,1.0,0.0
Lake Green,Khlong Toei,13.7342633,100.5559429,17500000.0,105833.0,0.0,-11.9,3.9,-8.3,2.0,2.0,138.7,27.0,1.0,1997.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,700.0,1400.0,1.0,0.0
Lake Green,Khlong Toei,13.7342633,100.5559429,15500000.0,105833.0,0.0,-11.9,3.9,-8.3,3.0,2.0,150.0,27.0,1.0,1997.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,700.0,1400.0,1.0,0.0
Lake Green,Samphanthawong,13.7342633,100.5559429,16500000.0,105833.0,0.0,-11.9,3.9,-8.3,2.0,2.0,140.0,27.0,1.0,1997.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,700.0,1400.0,1.0,0.0
Lake Green,Samphanthawong,13.7342633,100.5559429,17500000.0,105833.0,0.0,-11.9,3.9,-8.3,2.0,2.0,135.0,27.0,1.0,1997.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,700.0,1400.0,1.0,0.0
Sindhorn Tonson,Pathum Wan,13.73439446,100.5445788,29900000.0,279672.0,0.0,-12.6,5.3,-1.8,2.0,3.0,106.0,17.0,1.0,2017.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1100.0,2000.0,0.0,0.0
Sindhorn Tonson,Pathum Wan,13.73439446,100.5445788,23000000.0,279672.0,0.0,-12.6,5.3,-1.8,1.0,1.0,86.1,17.0,1.0,2017.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1100.0,2000.0,0.0,0.0
Sindhorn Tonson,Pathum Wan,13.73439446,100.5445788,29400000.0,279672.0,0.0,-12.6,5.3,-1.8,1.0,1.0,88.0,17.0,1.0,2017.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1100.0,2000.0,0.0,0.0
Sindhorn Tonson,Pathum Wan,13.73439446,100.5445788,48000000.0,279672.0,0.0,-12.6,5.3,-1.8,2.0,3.0,141.0,17.0,1.0,2017.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1100.0,2000.0,0.0,0.0
Sindhorn Tonson,Pathum Wan,13.73439446,100.5445788,22111000.0,279672.0,0.0,-12.6,5.3,-1.8,2.0,2.0,86.5,17.0,1.0,2017.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1100.0,2000.0,0.0,0.0
Sindhorn Tonson,Pathum Wan,13.73439446,100.5445788,27276000.0,279672.0,0.0,-12.6,5.3,-1.8,2.0,3.0,106.3,17.0,1.0,2017.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1100.0,2000.0,0.0,0.0
Sindhorn Tonson,Pathum Wan,13.73439446,100.5445788,26085000.0,279672.0,0.0,-12.6,5.3,-1.8,2.0,3.0,106.3,17.0,1.0,2017.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1100.0,2000.0,0.0,0.0
Sindhorn Tonson,Pathum Wan,13.73439446,100.5445788,42500000.0,279672.0,0.0,-12.6,5.3,-1.8,2.0,3.0,141.0,17.0,1.0,2017.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1100.0,2000.0,0.0,0.0
Sindhorn Tonson,Pathum Wan,13.73439446,100.5445788,21500000.0,279672.0,0.0,-12.6,5.3,-1.8,2.0,3.0,106.0,17.0,1.0,2017.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1100.0,2000.0,0.0,0.0
Sindhorn Tonson,Pathum Wan,13.73439446,100.5445788,18000000.0,279672.0,0.0,-12.6,5.3,-1.8,1.0,1.0,86.4,17.0,1.0,2017.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1100.0,2000.0,0.0,0.0
Sindhorn Tonson,Pathum Wan,13.73439446,100.5445788,19000000.0,279672.0,0.0,-12.6,5.3,-1.8,1.0,1.0,86.5,17.0,1.0,2017.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1100.0,2000.0,0.0,0.0
Sindhorn Tonson,Pathum Wan,13.73439446,100.5445788,20314000.0,279672.0,0.0,-12.6,5.3,-1.8,1.0,1.0,86.5,17.0,1.0,2017.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1100.0,2000.0,0.0,0.0
Sindhorn Tonson,Pathum Wan,13.73439446,100.5445788,21500000.0,279672.0,0.0,-12.6,5.3,-1.8,2.0,3.0,106.0,17.0,1.0,2017.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1100.0,2000.0,0.0,0.0
Sindhorn Tonson,Pathum Wan,13.73439446,100.5445788,19390000.0,279672.0,0.0,-12.6,5.3,-1.8,2.0,3.0,107.0,17.0,1.0,2017.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1100.0,2000.0,0.0,0.0
Sindhorn Tonson,Pathum Wan,13.73439446,100.5445788,21500000.0,279672.0,0.0,-12.6,5.3,-1.8,2.0,3.0,106.0,17.0,1.0,2017.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1100.0,2000.0,0.0,0.0
Sindhorn Tonson,Pathum Wan,13.73439446,100.5445788,27276000.0,279672.0,0.0,-12.6,5.3,-1.8,2.0,3.0,106.3,17.0,1.0,2017.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1100.0,2000.0,0.0,0.0
Sindhorn Tonson,Pathum Wan,13.73439446,100.5445788,16400000.0,279672.0,0.0,-12.6,5.3,-1.8,1.0,1.0,86.0,17.0,1.0,2017.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1100.0,2000.0,0.0,0.0
Sindhorn Tonson,Pathum Wan,13.73439446,100.5445788,25000000.0,279672.0,0.0,-12.6,5.3,-1.8,2.0,3.0,106.0,17.0,1.0,2017.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1100.0,2000.0,0.0,0.0
The Clover,Phra Nakhon,13.7345269,100.5847536,8200000.0,106852.0,0.0,-2.7,5.5,8.0,2.0,2.0,70.0,9.0,5.0,2010.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1800.0,3200.0,0.0,0.0
The Clover,Phra Nakhon,13.7345269,100.5847536,5170000.0,106852.0,0.0,-2.7,5.5,8.0,1.0,1.0,46.0,9.0,5.0,2010.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1800.0,3200.0,0.0,0.0
Asakan Place Srinakarindra,Suan Luang,13.7345528,100.641608,4120000.0,80248.0,0.0,218.0,5.0,64.5,2.0,2.0,45.0,36.0,1.0,2019.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7500.0,4300.0,0.0,0.0
Asakan Place Srinakarindra,Suan Luang,13.7345528,100.641608,4000000.0,80248.0,0.0,218.0,5.0,64.5,1.0,1.0,40.0,36.0,1.0,2019.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7500.0,4300.0,0.0,0.0
Asakan Place Srinakarindra,Suan Luang,13.7345528,100.641608,2300000.0,80248.0,0.0,218.0,5.0,64.5,1.0,1.0,32.0,36.0,1.0,2019.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7500.0,4300.0,0.0,0.0
CitiSmart Sukhumvit 18,Khlong Toei,13.7347952,100.5622594,10500000.0,148877.0,0.0,0.5,4.6,4.8,2.0,2.0,72.9,21.0,1.0,2005.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,390.0,1700.0,1.0,0.0
CitiSmart Sukhumvit 18,Khlong Toei,13.7347952,100.5622594,11495000.0,148877.0,0.0,0.5,4.6,4.8,2.0,2.0,75.0,21.0,1.0,2005.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,390.0,1700.0,1.0,0.0
CitiSmart Sukhumvit 18,Khlong Toei,13.7347952,100.5622594,12141532.0,148877.0,0.0,0.5,4.6,4.8,1.0,1.0,101.2,21.0,1.0,2005.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,390.0,1700.0,1.0,0.0
CitiSmart Sukhumvit 18,Khlong Toei,13.7347952,100.5622594,11000000.0,148877.0,0.0,0.5,4.6,4.8,2.0,2.0,75.0,21.0,1.0,2005.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,390.0,1700.0,1.0,0.0
CitiSmart Sukhumvit 18,Khlong Toei,13.7347952,100.5622594,9500000.0,148877.0,0.0,0.5,4.6,4.8,2.0,2.0,74.2,21.0,1.0,2005.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,390.0,1700.0,1.0,0.0
CitiSmart Sukhumvit 18,Khlong Toei,13.7347952,100.5622594,12000000.0,148877.0,0.0,0.5,4.6,4.8,2.0,2.0,88.0,21.0,1.0,2005.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,390.0,1700.0,1.0,0.0
CitiSmart Sukhumvit 18,Khlong Toei,13.7347952,100.5622594,9800000.0,148877.0,0.0,0.5,4.6,4.8,2.0,2.0,73.0,21.0,1.0,2005.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,390.0,1700.0,1.0,0.0
CitiSmart Sukhumvit 18,Khlong Toei,13.7347952,100.5622594,12000000.0,148877.0,0.0,0.5,4.6,4.8,2.0,2.0,88.0,21.0,1.0,2005.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,390.0,1700.0,1.0,0.0
CitiSmart Sukhumvit 18,Khlong Toei,13.7347952,100.5622594,5300000.0,148877.0,0.0,0.5,4.6,4.8,1.0,1.0,40.0,21.0,1.0,2005.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,390.0,1700.0,1.0,0.0
CitiSmart Sukhumvit 18,Khlong Toei,13.7347952,100.5622594,11000000.0,148877.0,0.0,0.5,4.6,4.8,2.0,2.0,75.0,21.0,1.0,2005.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,390.0,1700.0,1.0,0.0
CitiSmart Sukhumvit 18,Khlong Toei,13.7347952,100.5622594,12141532.0,148877.0,0.0,0.5,4.6,4.8,1.0,1.0,101.2,21.0,1.0,2005.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,390.0,1700.0,1.0,0.0
Venio Sukhumvit 10,Khlong Toei,13.7348348,100.5570111,5548870.0,159108.0,0.0,-6.2,4.3,1.6,1.0,1.0,38.6,8.0,1.0,2018.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2100.0,4200.0,0.0,0.0
Venio Sukhumvit 10,Khlong Toei,13.7348348,100.5570111,5400000.0,159108.0,0.0,-6.2,4.3,1.6,1.0,1.0,35.0,8.0,1.0,2018.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2100.0,4200.0,0.0,0.0
Venio Sukhumvit 10,Khlong Toei,13.7348348,100.5570111,5500000.0,159108.0,0.0,-6.2,4.3,1.6,1.0,1.0,35.0,8.0,1.0,2018.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2100.0,4200.0,0.0,0.0
Venio Sukhumvit 10,Khlong Toei,13.7348348,100.5570111,5700000.0,159108.0,0.0,-6.2,4.3,1.6,1.0,1.0,34.0,8.0,1.0,2018.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2100.0,4200.0,0.0,0.0
TRIPLE Y RESIDENCE,Bang Rak,13.7348476,100.5283725,4790000.0,149743.0,0.0,0.5,6.2,14.3,1.0,1.0,33.4,33.0,1.0,2019.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,340.0,1100.0,1.0,0.0
TRIPLE Y RESIDENCE,Bang Rak,13.7348476,100.5283725,5300000.0,149743.0,0.0,0.5,6.2,14.3,1.0,1.0,34.0,33.0,1.0,2019.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,340.0,1100.0,1.0,0.0
TRIPLE Y RESIDENCE,Bang Rak,13.7348476,100.5283725,5300000.0,149743.0,0.0,0.5,6.2,14.3,1.0,1.0,34.0,33.0,1.0,2019.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,340.0,1100.0,1.0,0.0
TRIPLE Y RESIDENCE,Bang Rak,13.7348476,100.5283725,5600000.0,149743.0,0.0,0.5,6.2,14.3,1.0,1.0,34.0,33.0,1.0,2019.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,340.0,1100.0,1.0,0.0
Prive by Sansiri,Pathum Wan,13.7348607,100.5469127,18000000.0,260320.0,0.0,7.4,4.0,8.3,1.0,1.0,66.0,13.0,1.0,2009.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1100.0,1200.0,0.0,0.0
Prive by Sansiri,Pathum Wan,13.7348607,100.5469127,16550000.0,260320.0,0.0,7.4,4.0,8.3,1.0,1.0,67.0,13.0,1.0,2009.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1100.0,1200.0,0.0,0.0
Prive by Sansiri,Pathum Wan,13.7348607,100.5469127,40000000.0,260320.0,0.0,7.4,4.0,8.3,3.0,3.0,136.0,13.0,1.0,2009.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1100.0,1200.0,0.0,0.0
Prive by Sansiri,Pathum Wan,13.7348607,100.5469127,16500000.0,260320.0,0.0,7.4,4.0,8.3,1.0,1.0,67.6,13.0,1.0,2009.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1100.0,1200.0,0.0,0.0
Klass Sarasin - Rajdamri,Pathum Wan,13.73499107,100.5408853,15400000.0,221978.0,0.0,0.2,3.6,5.6,2.0,2.0,73.0,8.0,1.0,2017.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,950.0,1800.0,1.0,0.0
Klass Sarasin - Rajdamri,Pathum Wan,13.73499107,100.5408853,9759000.0,221978.0,0.0,0.2,3.6,5.6,1.0,1.0,45.0,8.0,1.0,2017.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,950.0,1800.0,1.0,0.0
Klass Sarasin - Rajdamri,Pathum Wan,13.73499107,100.5408853,12900000.0,221978.0,0.0,0.2,3.6,5.6,2.0,2.0,62.5,8.0,1.0,2017.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,950.0,1800.0,1.0,0.0
Klass Sarasin - Rajdamri,Pathum Wan,13.73499107,100.5408853,15400000.0,221978.0,0.0,0.2,3.6,5.6,2.0,2.0,73.0,8.0,1.0,2017.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,950.0,1800.0,1.0,0.0
Klass Sarasin - Rajdamri,Pathum Wan,13.73499107,100.5408853,28000000.0,221978.0,0.0,0.2,3.6,5.6,2.0,3.0,120.0,8.0,1.0,2017.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,950.0,1800.0,1.0,0.0
Klass Sarasin - Rajdamri,Pathum Wan,13.73499107,100.5408853,9579000.0,221978.0,0.0,0.2,3.6,5.6,1.0,1.0,47.0,8.0,1.0,2017.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,950.0,1800.0,1.0,0.0
MUNIQ Langsuan,Pathum Wan,13.735078,100.5442236,28435133.0,399490.0,0.0,22.1,3.6,8.7,1.0,1.0,115.6,28.0,1.0,2021.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1200.0,2100.0,0.0,0.0
MUNIQ Langsuan,Pathum Wan,13.735078,100.5442236,50000000.0,399490.0,0.0,22.1,3.6,8.7,2.0,2.0,113.0,28.0,1.0,2021.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1200.0,2100.0,0.0,0.0
MUNIQ Langsuan,Pathum Wan,13.735078,100.5442236,125000000.0,399490.0,0.0,22.1,3.6,8.7,4.0,3.0,254.5,28.0,1.0,2021.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1200.0,2100.0,0.0,0.0
MUNIQ Langsuan,Pathum Wan,13.735078,100.5442236,62000000.0,399490.0,0.0,22.1,3.6,8.7,3.0,3.0,173.0,28.0,1.0,2021.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1200.0,2100.0,0.0,0.0
MUNIQ Langsuan,Pathum Wan,13.735078,100.5442236,28435133.0,399490.0,0.0,22.1,3.6,8.7,1.0,1.0,115.6,28.0,1.0,2021.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1200.0,2100.0,0.0,0.0
MUNIQ Langsuan,Pathum Wan,13.735078,100.5442236,50000000.0,399490.0,0.0,22.1,3.6,8.7,2.0,2.0,113.0,28.0,1.0,2021.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1200.0,2100.0,0.0,0.0
MUNIQ Langsuan,Pathum Wan,13.735078,100.5442236,125000000.0,399490.0,0.0,22.1,3.6,8.7,4.0,3.0,254.5,28.0,1.0,2021.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1200.0,2100.0,0.0,0.0
MUNIQ Langsuan,Pathum Wan,13.735078,100.5442236,48590000.0,399490.0,0.0,22.1,3.6,8.7,2.0,2.0,113.0,28.0,1.0,2021.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1200.0,2100.0,0.0,0.0
MUNIQ Langsuan,Pathum Wan,13.735078,100.5442236,122160000.0,399490.0,0.0,22.1,3.6,8.7,3.0,3.0,254.5,28.0,1.0,2021.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1200.0,2100.0,0.0,0.0
MUNIQ Langsuan,Pathum Wan,13.735078,100.5442236,21900000.0,399490.0,0.0,22.1,3.6,8.7,1.0,1.0,54.0,28.0,1.0,2021.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1200.0,2100.0,0.0,0.0
MUNIQ Langsuan,Pathum Wan,13.735078,100.5442236,62000000.0,399490.0,0.0,22.1,3.6,8.7,3.0,4.0,172.0,28.0,1.0,2021.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1200.0,2100.0,0.0,0.0
