name,district,lat,long,sale_price,asking_price,asking_price_change_quater,asking_price_change_year,gross_rental_yield,rental_price_change_year,bedrooms,bathrooms,internal_area,floors,towers,year_built,has_elevator,has_parking,has_security,has_cctv,has_pool,has_sauna,has_gym,has_garden_bbq,has_playground,has_shop_on_premise,has_restaurant_on_premise,has_wifi,city_train_distance,express_way_distance,close_city_train,close_express_way
Vtara Sukhumvit 36,Khlong Toei,13.7173332,100.5762944,5300000.0,120833.0,-17.0,-17.0,4.5,-9.9,1.0,1.0,36.0,8.0,5.0,2018.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,990.0,2000.0,1.0,0.0
Vtara Sukhumvit 36,Khlong Toei,13.7173332,100.5762944,4400000.0,120833.0,-17.0,-17.0,4.5,-9.9,1.0,1.0,37.0,8.0,5.0,2018.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,990.0,2000.0,1.0,0.0
Vtara Sukhumvit 36,Khlong Toei,13.7173332,100.5762944,4330000.0,120833.0,-17.0,-17.0,4.5,-9.9,1.0,1.0,29.3,8.0,5.0,2018.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,990.0,2000.0,1.0,0.0
Vtara Sukhumvit 36,Khlong Toei,13.7173332,100.5762944,4330000.0,120833.0,-17.0,-17.0,4.5,-9.9,1.0,1.0,29.0,8.0,5.0,2018.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,990.0,2000.0,1.0,0.0
Vtara Sukhumvit 36,Khlong Toei,13.7173332,100.5762944,4792500.0,120833.0,-17.0,-17.0,4.5,-9.9,1.0,1.0,30.0,8.0,5.0,2018.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,990.0,2000.0,1.0,0.0
Vtara Sukhumvit 36,Khlong Toei,13.7173332,100.5762944,8000000.0,120833.0,-17.0,-17.0,4.5,-9.9,2.0,2.0,58.1,8.0,5.0,2018.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,990.0,2000.0,1.0,0.0
Vtara Sukhumvit 36,Khlong Toei,13.7173332,100.5762944,6600000.0,120833.0,-17.0,-17.0,4.5,-9.9,1.0,1.0,53.0,8.0,5.0,2018.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,990.0,2000.0,1.0,0.0
Vtara Sukhumvit 36,Khlong Toei,13.7173332,100.5762944,11330000.0,120833.0,-17.0,-17.0,4.5,-9.9,2.0,2.0,65.0,8.0,5.0,2018.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,990.0,2000.0,1.0,0.0
Vtara Sukhumvit 36,Khlong Toei,13.7173332,100.5762944,11400000.0,120833.0,-17.0,-17.0,4.5,-9.9,2.0,2.0,67.0,8.0,5.0,2018.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,990.0,2000.0,1.0,0.0
Vtara Sukhumvit 36,Khlong Toei,13.7173332,100.5762944,6600000.0,120833.0,-17.0,-17.0,4.5,-9.9,1.0,1.0,45.2,8.0,5.0,2018.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,990.0,2000.0,1.0,0.0
Vtara Sukhumvit 36,Khlong Toei,13.7173332,100.5762944,9300000.0,120833.0,-17.0,-17.0,4.5,-9.9,2.0,2.0,63.0,8.0,5.0,2018.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,990.0,2000.0,1.0,0.0
Vtara Sukhumvit 36,Khlong Toei,13.7173332,100.5762944,6500000.0,120833.0,-17.0,-17.0,4.5,-9.9,1.0,1.0,45.0,8.0,5.0,2018.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,990.0,2000.0,1.0,0.0
Vtara Sukhumvit 36,Khlong Toei,13.7173332,100.5762944,4200000.0,120833.0,-17.0,-17.0,4.5,-9.9,1.0,1.0,29.5,8.0,5.0,2018.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,990.0,2000.0,1.0,0.0
Vtara Sukhumvit 36,Khlong Toei,13.7173332,100.5762944,5300000.0,120833.0,-17.0,-17.0,4.5,-9.9,1.0,1.0,36.0,8.0,5.0,2018.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,990.0,2000.0,1.0,0.0
Vtara Sukhumvit 36,Khlong Toei,13.7173332,100.5762944,11330000.0,120833.0,-17.0,-17.0,4.5,-9.9,2.0,2.0,65.0,8.0,5.0,2018.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,990.0,2000.0,1.0,0.0
Vtara Sukhumvit 36,Khlong Toei,13.7173332,100.5762944,11400000.0,120833.0,-17.0,-17.0,4.5,-9.9,2.0,2.0,67.0,8.0,5.0,2018.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,990.0,2000.0,1.0,0.0
OKA HAUS Sukhumvit 36,Khlong Toei,13.71733331,100.5744193,4227000.0,143003.0,0.0,-2.4,4.6,-0.2,1.0,1.0,35.0,47.0,1.0,2021.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1400.0,1800.0,0.0,0.0
OKA HAUS Sukhumvit 36,Khlong Toei,13.71733331,100.5744193,5290000.0,143003.0,0.0,-2.4,4.6,-0.2,1.0,1.0,33.8,47.0,1.0,2021.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1400.0,1800.0,0.0,0.0
OKA HAUS Sukhumvit 36,Khlong Toei,13.71733331,100.5744193,9290500.0,143003.0,0.0,-2.4,4.6,-0.2,1.0,1.0,41.0,47.0,1.0,2021.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1400.0,1800.0,0.0,0.0
OKA HAUS Sukhumvit 36,Khlong Toei,13.71733331,100.5744193,4850000.0,143003.0,0.0,-2.4,4.6,-0.2,1.0,1.0,33.8,47.0,1.0,2021.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1400.0,1800.0,0.0,0.0
OKA HAUS Sukhumvit 36,Khlong Toei,13.71733331,100.5744193,3800000.0,143003.0,0.0,-2.4,4.6,-0.2,1.0,1.0,27.0,47.0,1.0,2021.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1400.0,1800.0,0.0,0.0
OKA HAUS Sukhumvit 36,Khlong Toei,13.71733331,100.5744193,4526000.0,143003.0,0.0,-2.4,4.6,-0.2,1.0,1.0,27.0,47.0,1.0,2021.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1400.0,1800.0,0.0,0.0
OKA HAUS Sukhumvit 36,Khlong Toei,13.71733331,100.5744193,4227000.0,143003.0,0.0,-2.4,4.6,-0.2,1.0,1.0,35.0,47.0,1.0,2021.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1400.0,1800.0,0.0,0.0
OKA HAUS Sukhumvit 36,Khlong Toei,13.71733331,100.5744193,5290000.0,143003.0,0.0,-2.4,4.6,-0.2,1.0,1.0,33.8,47.0,1.0,2021.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1400.0,1800.0,0.0,0.0
Quad Sathon,Sathon,13.71750592,100.5305635,2700000.0,115982.0,0.0,12.1,5.4,18.7,1.0,1.0,25.0,5.0,1.0,2013.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,970.0,1700.0,1.0,0.0
Quad Sathon,Sathon,13.71750592,100.5305635,2700000.0,115982.0,0.0,12.1,5.4,18.7,1.0,1.0,25.0,5.0,1.0,2013.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,970.0,1700.0,1.0,0.0
The Fine @ River,Sathon,13.71754142,100.5086268,3500000.0,107395.0,0.0,-7.1,3.8,-8.3,1.0,1.0,42.3,8.0,2.0,2008.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1400.0,2100.0,0.0,0.0
The Fine @ River,Sathon,13.71754142,100.5086268,21000000.0,107395.0,0.0,-7.1,3.8,-8.3,3.0,4.0,205.2,8.0,2.0,2008.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1400.0,2100.0,0.0,0.0
The Fine @ River,Sathon,13.71754142,100.5086268,22500000.0,107395.0,0.0,-7.1,3.8,-8.3,3.0,4.0,205.2,8.0,2.0,2008.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1400.0,2100.0,0.0,0.0
The Fine @ River,Sathon,13.71754142,100.5086268,20000000.0,107395.0,0.0,-7.1,3.8,-8.3,4.0,4.0,183.0,8.0,2.0,2008.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1400.0,2100.0,0.0,0.0
Lumpini Ville On Nut - Phatthanakan,Prawet,13.71760345,100.6544968,1730000.0,64951.0,0.0,9.7,5.7,8.1,1.0,1.0,26.0,7.0,7.0,2014.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,6800.0,7800.0,0.0,0.0
Lumpini Ville On Nut - Phatthanakan,Prawet,13.71760345,100.6544968,1400000.0,64951.0,0.0,9.7,5.7,8.1,1.0,1.0,25.8,7.0,7.0,2014.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,6800.0,7800.0,0.0,0.0
Lumpini Ville On Nut - Phatthanakan,Prawet,13.71760345,100.6544968,1650000.0,64951.0,0.0,9.7,5.7,8.1,1.0,1.0,26.0,7.0,7.0,2014.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,6800.0,7800.0,0.0,0.0
Lumpini Ville On Nut - Phatthanakan,Prawet,13.71760345,100.6544968,1350000.0,64951.0,0.0,9.7,5.7,8.1,1.0,1.0,23.0,7.0,7.0,2014.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,6800.0,7800.0,0.0,0.0
Lumpini Ville On Nut - Phatthanakan,Prawet,13.71760345,100.6544968,1650000.0,64951.0,0.0,9.7,5.7,8.1,1.0,1.0,27.0,7.0,7.0,2014.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,6800.0,7800.0,0.0,0.0
Lumpini Ville On Nut - Phatthanakan,Prawet,13.71760345,100.6544968,2300000.0,64951.0,0.0,9.7,5.7,8.1,1.0,1.0,34.0,7.0,7.0,2014.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,6800.0,7800.0,0.0,0.0
Lumpini Ville On Nut - Phatthanakan,Prawet,13.71760345,100.6544968,1470000.0,64951.0,0.0,9.7,5.7,8.1,1.0,1.0,26.0,7.0,7.0,2014.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,6800.0,7800.0,0.0,0.0
Lumpini Ville On Nut - Phatthanakan,Prawet,13.71760345,100.6544968,1490000.0,64951.0,0.0,9.7,5.7,8.1,1.0,1.0,26.0,7.0,7.0,2014.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,6800.0,7800.0,0.0,0.0
Lumpini Ville On Nut - Phatthanakan,Prawet,13.71760345,100.6544968,1600000.0,64951.0,0.0,9.7,5.7,8.1,1.0,1.0,26.0,7.0,7.0,2014.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,6800.0,7800.0,0.0,0.0
Lumpini Ville On Nut - Phatthanakan,Prawet,13.71760345,100.6544968,1180000.0,64951.0,0.0,9.7,5.7,8.1,1.0,1.0,26.0,7.0,7.0,2014.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,6800.0,7800.0,0.0,0.0
Lumpini Ville On Nut - Phatthanakan,Prawet,13.71760345,100.6544968,1250000.0,64951.0,0.0,9.7,5.7,8.1,1.0,1.0,22.0,7.0,7.0,2014.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,6800.0,7800.0,0.0,0.0
Lumpini Ville On Nut - Phatthanakan,Prawet,13.71760345,100.6544968,1350000.0,64951.0,0.0,9.7,5.7,8.1,1.0,1.0,22.0,7.0,7.0,2014.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,6800.0,7800.0,0.0,0.0
Lumpini Ville On Nut - Phatthanakan,Prawet,13.71760345,100.6544968,1350000.0,64951.0,0.0,9.7,5.7,8.1,1.0,1.0,23.0,7.0,7.0,2014.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,6800.0,7800.0,0.0,0.0
Lumpini Ville On Nut - Phatthanakan,Prawet,13.71760345,100.6544968,1550000.0,64951.0,0.0,9.7,5.7,8.1,1.0,1.0,23.0,7.0,7.0,2014.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,6800.0,7800.0,0.0,0.0
Lumpini Ville On Nut - Phatthanakan,Prawet,13.71760345,100.6544968,1350000.0,64951.0,0.0,9.7,5.7,8.1,1.0,1.0,22.0,7.0,7.0,2014.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,6800.0,7800.0,0.0,0.0
Lumpini Ville On Nut - Phatthanakan,Prawet,13.71760345,100.6544968,1350000.0,64951.0,0.0,9.7,5.7,8.1,1.0,1.0,22.0,7.0,7.0,2014.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,6800.0,7800.0,0.0,0.0
Lumpini Ville On Nut - Phatthanakan,Prawet,13.71760345,100.6544968,1500000.0,64951.0,0.0,9.7,5.7,8.1,1.0,1.0,22.0,7.0,7.0,2014.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,6800.0,7800.0,0.0,0.0
Lumpini Ville On Nut - Phatthanakan,Prawet,13.71760345,100.6544968,1350000.0,64951.0,0.0,9.7,5.7,8.1,1.0,1.0,22.0,7.0,7.0,2014.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,6800.0,7800.0,0.0,0.0
Lumpini Ville On Nut - Phatthanakan,Prawet,13.71760345,100.6544968,1590000.0,64951.0,0.0,9.7,5.7,8.1,1.0,1.0,23.0,7.0,7.0,2014.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,6800.0,7800.0,0.0,0.0
Lumpini Ville On Nut - Phatthanakan,Prawet,13.71760345,100.6544968,1250000.0,64951.0,0.0,9.7,5.7,8.1,1.0,1.0,22.0,7.0,7.0,2014.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,6800.0,7800.0,0.0,0.0
Lumpini Ville On Nut - Phatthanakan,Prawet,13.71760345,100.6544968,1890000.0,64951.0,0.0,9.7,5.7,8.1,1.0,1.0,26.0,7.0,7.0,2014.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,6800.0,7800.0,0.0,0.0
Lumpini Ville On Nut - Phatthanakan,Prawet,13.71760345,100.6544968,1700000.0,64951.0,0.0,9.7,5.7,8.1,1.0,1.0,26.0,7.0,7.0,2014.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,6800.0,7800.0,0.0,0.0
Lumpini Ville On Nut - Phatthanakan,Prawet,13.71760345,100.6544968,1500000.0,64951.0,0.0,9.7,5.7,8.1,1.0,1.0,26.0,7.0,7.0,2014.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,6800.0,7800.0,0.0,0.0
Lumpini Ville On Nut - Phatthanakan,Prawet,13.71760345,100.6544968,1600000.0,64951.0,0.0,9.7,5.7,8.1,1.0,1.0,23.0,7.0,7.0,2014.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,6800.0,7800.0,0.0,0.0
Lumpini Ville On Nut - Phatthanakan,Prawet,13.71760345,100.6544968,1790000.0,64951.0,0.0,9.7,5.7,8.1,1.0,1.0,26.0,7.0,7.0,2014.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,6800.0,7800.0,0.0,0.0
Lumpini Ville On Nut - Phatthanakan,Prawet,13.71760345,100.6544968,1690000.0,64951.0,0.0,9.7,5.7,8.1,1.0,1.0,27.0,7.0,7.0,2014.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,6800.0,7800.0,0.0,0.0
Lumpini Ville On Nut - Phatthanakan,Prawet,13.71760345,100.6544968,1500000.0,64951.0,0.0,9.7,5.7,8.1,1.0,1.0,26.0,7.0,7.0,2014.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,6800.0,7800.0,0.0,0.0
Lumpini Ville On Nut - Phatthanakan,Prawet,13.71760345,100.6544968,3250000.0,64951.0,0.0,9.7,5.7,8.1,2.0,2.0,52.0,7.0,7.0,2014.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,6800.0,7800.0,0.0,0.0
Lumpini Ville On Nut - Phatthanakan,Prawet,13.71760345,100.6544968,1990000.0,64951.0,0.0,9.7,5.7,8.1,1.0,1.0,23.0,7.0,7.0,2014.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,6800.0,7800.0,0.0,0.0
Lumpini Ville On Nut - Phatthanakan,Prawet,13.71760345,100.6544968,1700000.0,64951.0,0.0,9.7,5.7,8.1,1.0,1.0,26.0,7.0,7.0,2014.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,6800.0,7800.0,0.0,0.0
Lumpini Ville On Nut - Phatthanakan,Prawet,13.71760345,100.6544968,1590000.0,64951.0,0.0,9.7,5.7,8.1,1.0,1.0,26.0,7.0,7.0,2014.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,6800.0,7800.0,0.0,0.0
Lumpini Ville On Nut - Phatthanakan,Prawet,13.71760345,100.6544968,1550000.0,64951.0,0.0,9.7,5.7,8.1,1.0,1.0,26.0,7.0,7.0,2014.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,6800.0,7800.0,0.0,0.0
Lumpini Ville On Nut - Phatthanakan,Prawet,13.71760345,100.6544968,1600000.0,64951.0,0.0,9.7,5.7,8.1,1.0,1.0,22.0,7.0,7.0,2014.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,6800.0,7800.0,0.0,0.0
Lumpini Ville On Nut - Phatthanakan,Prawet,13.71760345,100.6544968,1390000.0,64951.0,0.0,9.7,5.7,8.1,1.0,1.0,26.0,7.0,7.0,2014.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,6800.0,7800.0,0.0,0.0
Lumpini Ville On Nut - Phatthanakan,Prawet,13.71760345,100.6544968,1690000.0,64951.0,0.0,9.7,5.7,8.1,1.0,1.0,26.0,7.0,7.0,2014.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,6800.0,7800.0,0.0,0.0
Lumpini Ville On Nut - Phatthanakan,Prawet,13.71760345,100.6544968,1350000.0,64951.0,0.0,9.7,5.7,8.1,1.0,1.0,23.0,7.0,7.0,2014.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,6800.0,7800.0,0.0,0.0
Lumpini Ville On Nut - Phatthanakan,Prawet,13.71760345,100.6544968,1500000.0,64951.0,0.0,9.7,5.7,8.1,1.0,1.0,26.0,7.0,7.0,2014.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,6800.0,7800.0,0.0,0.0
Lumpini Ville On Nut - Phatthanakan,Prawet,13.71760345,100.6544968,1600000.0,64951.0,0.0,9.7,5.7,8.1,1.0,1.0,26.0,7.0,7.0,2014.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,6800.0,7800.0,0.0,0.0
Lumpini Ville On Nut - Phatthanakan,Prawet,13.71760345,100.6544968,1800000.0,64951.0,0.0,9.7,5.7,8.1,1.0,1.0,26.0,7.0,7.0,2014.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,6800.0,7800.0,0.0,0.0
Lumpini Ville On Nut - Phatthanakan,Prawet,13.71760345,100.6544968,1400000.0,64951.0,0.0,9.7,5.7,8.1,1.0,1.0,23.0,7.0,7.0,2014.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,6800.0,7800.0,0.0,0.0
Lumpini Ville On Nut - Phatthanakan,Prawet,13.71760345,100.6544968,1960000.0,64951.0,0.0,9.7,5.7,8.1,1.0,1.0,34.0,7.0,7.0,2014.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,6800.0,7800.0,0.0,0.0
Lumpini Ville On Nut - Phatthanakan,Prawet,13.71760345,100.6544968,1650000.0,64951.0,0.0,9.7,5.7,8.1,1.0,1.0,26.0,7.0,7.0,2014.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,6800.0,7800.0,0.0,0.0
Lumpini Ville On Nut - Phatthanakan,Prawet,13.71760345,100.6544968,1650000.0,64951.0,0.0,9.7,5.7,8.1,1.0,1.0,27.0,7.0,7.0,2014.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,6800.0,7800.0,0.0,0.0
Lumpini Ville On Nut - Phatthanakan,Prawet,13.71760345,100.6544968,1500000.0,64951.0,0.0,9.7,5.7,8.1,1.0,1.0,26.1,7.0,7.0,2014.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,6800.0,7800.0,0.0,0.0
Lumpini Ville On Nut - Phatthanakan,Prawet,13.71760345,100.6544968,1590000.0,64951.0,0.0,9.7,5.7,8.1,1.0,1.0,26.0,7.0,7.0,2014.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,6800.0,7800.0,0.0,0.0
Lumpini Ville On Nut - Phatthanakan,Prawet,13.71760345,100.6544968,1760000.0,64951.0,0.0,9.7,5.7,8.1,1.0,1.0,27.0,7.0,7.0,2014.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,6800.0,7800.0,0.0,0.0
Lumpini Ville On Nut - Phatthanakan,Prawet,13.71760345,100.6544968,1545000.0,64951.0,0.0,9.7,5.7,8.1,1.0,1.0,26.0,7.0,7.0,2014.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,6800.0,7800.0,0.0,0.0
Lumpini Ville On Nut - Phatthanakan,Prawet,13.71760345,100.6544968,1250000.0,64951.0,0.0,9.7,5.7,8.1,1.0,1.0,23.0,7.0,7.0,2014.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,6800.0,7800.0,0.0,0.0
Lumpini Ville On Nut - Phatthanakan,Prawet,13.71760345,100.6544968,1470000.0,64951.0,0.0,9.7,5.7,8.1,1.0,1.0,26.0,7.0,7.0,2014.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,6800.0,7800.0,0.0,0.0
Lumpini Ville On Nut - Phatthanakan,Prawet,13.71760345,100.6544968,1570000.0,64951.0,0.0,9.7,5.7,8.1,1.0,1.0,26.0,7.0,7.0,2014.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,6800.0,7800.0,0.0,0.0
Lumpini Ville On Nut - Phatthanakan,Prawet,13.71760345,100.6544968,1450000.0,64951.0,0.0,9.7,5.7,8.1,1.0,1.0,26.0,7.0,7.0,2014.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,6800.0,7800.0,0.0,0.0
Lumpini Ville On Nut - Phatthanakan,Prawet,13.71760345,100.6544968,1650000.0,64951.0,0.0,9.7,5.7,8.1,1.0,1.0,23.0,7.0,7.0,2014.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,6800.0,7800.0,0.0,0.0
Lumpini Ville On Nut - Phatthanakan,Prawet,13.71760345,100.6544968,1700000.0,64951.0,0.0,9.7,5.7,8.1,1.0,1.0,26.0,7.0,7.0,2014.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,6800.0,7800.0,0.0,0.0
Lumpini Ville On Nut - Phatthanakan,Prawet,13.71760345,100.6544968,1800000.0,64951.0,0.0,9.7,5.7,8.1,1.0,1.0,26.0,7.0,7.0,2014.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,6800.0,7800.0,0.0,0.0
Lumpini Ville On Nut - Phatthanakan,Prawet,13.71760345,100.6544968,1250000.0,64951.0,0.0,9.7,5.7,8.1,1.0,1.0,23.0,7.0,7.0,2014.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,6800.0,7800.0,0.0,0.0
Lumpini Ville On Nut - Phatthanakan,Prawet,13.71760345,100.6544968,1390000.0,64951.0,0.0,9.7,5.7,8.1,1.0,1.0,22.5,7.0,7.0,2014.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,6800.0,7800.0,0.0,0.0
Lumpini Ville On Nut - Phatthanakan,Prawet,13.71760345,100.6544968,1640000.0,64951.0,0.0,9.7,5.7,8.1,1.0,1.0,22.0,7.0,7.0,2014.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,6800.0,7800.0,0.0,0.0
Lumpini Ville On Nut - Phatthanakan,Prawet,13.71760345,100.6544968,1600000.0,64951.0,0.0,9.7,5.7,8.1,1.0,1.0,26.0,7.0,7.0,2014.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,6800.0,7800.0,0.0,0.0
Lumpini Ville On Nut - Phatthanakan,Prawet,13.71760345,100.6544968,1400000.0,64951.0,0.0,9.7,5.7,8.1,1.0,1.0,22.0,7.0,7.0,2014.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,6800.0,7800.0,0.0,0.0
