"name","district","sale_price","asking_price","asking_price_change_quater","asking_price_change_year","gross_rental_yield","rental_price_change_year","bedrooms","bathrooms","internal_area","floors","towers","year_built","has_elevator","has_parking","has_security","has_cctv","has_pool","has_sauna","has_gym","has_garden_bbq","has_playground","has_shop_on_premise","has_restaurant_on_premise","has_wifi","city_train_distance","express_way_distance","close_city_train","close_express_way"
"The President Phetkasem - Bangkhae","Bang Khae",2800000.0,89656.0,0.0,17.35,4.62,-6.25,1.0,1.0,34.0,27.0,1.0,2018.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,6300.0,8500.0,0.0,0.0
"The Parkland Phetkasem","Bang Khae",3200000.0,90572.0,0.0,2.13,4.16,-5.42,1.0,1.0,35.0,28.0,1.0,2015.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,7800.0,8100.0,0.0,0.0
"The Niche ID Bangkhae","Bang Khae",1800000.0,70521.0,0.0,49.21,4.66,6.61,1.0,1.0,31.0,8.0,2.0,2016.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,5000.0,8300.0,0.0,0.0
"Lumpini Park Phetkasem 98","Bang Khae",1500000.0,37037.0,-43.94,-47.94,8.46,3.98,1.0,1.0,22.87,20.0,4.0,2016.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,8800.0,9800.0,0.0,0.0
"Lumpini Park Phetkasem 98","Bang Khae",1890000.0,37037.0,-43.94,-47.94,8.46,3.98,1.0,1.0,26.0,20.0,4.0,2016.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,8800.0,9800.0,0.0,0.0
"Lumpini Park Phetkasem 98","Bang Khae",1000000.0,37037.0,-43.94,-47.94,8.46,3.98,1.0,1.0,23.0,20.0,4.0,2016.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,8800.0,9800.0,0.0,0.0
"The President Phetkasem - Bangkhae","Bang Khae",2690000.0,89656.0,0.0,17.35,4.62,-6.25,1.0,1.0,29.0,27.0,1.0,2018.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,6300.0,8500.0,0.0,0.0
"Fuse Sense' Bangkae","Bang Khae",2050000.0,68015.0,16.27,-8.83,5.24,-17.73,1.0,1.0,30.0,24.0,1.0,2015.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,9300.0,9000.0,0.0,0.0
"The President Phetkasem - Bangkhae","Bang Khae",2800000.0,89656.0,0.0,17.35,4.62,-6.25,1.0,1.0,29.0,27.0,1.0,2018.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,6300.0,8500.0,0.0,0.0
"The Parkland Phetkasem","Bang Khae",3000000.0,90572.0,0.0,2.13,4.16,-5.42,1.0,1.0,35.0,28.0,1.0,2015.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,7800.0,8100.0,0.0,0.0
"The Parkland Phetkasem","Bang Khae",2450000.0,90572.0,0.0,2.13,4.16,-5.42,1.0,1.0,32.0,28.0,1.0,2015.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,7800.0,8100.0,0.0,0.0
"The President Phetkasem - Bangkhae","Bang Khae",2950000.0,89656.0,0.0,17.35,4.62,-6.25,1.0,1.0,29.94,27.0,1.0,2018.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,6300.0,8500.0,0.0,0.0
"Fuse Sense' Bangkae","Bang Khae",1950000.0,68015.0,16.27,-8.83,5.24,-17.73,1.0,1.0,24.0,24.0,1.0,2015.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,9300.0,9000.0,0.0,0.0
"Lumpini Ville Bangkae","Bang Khae",1890000.0,56213.0,0.0,2.88,4.18,-15.15,1.0,1.0,31.0,22.0,1.0,2010.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,6500.0,9000.0,0.0,0.0
"Lumpini Park Phetkasem 98","Bang Khae",1400000.0,37037.0,-43.94,-47.94,8.46,3.98,1.0,1.0,22.0,20.0,4.0,2016.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,8800.0,9800.0,0.0,0.0
"Lumpini Park Phetkasem 98","Bang Khae",1398000.0,37037.0,-43.94,-47.94,8.46,3.98,1.0,1.0,23.0,20.0,4.0,2016.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,8800.0,9800.0,0.0,0.0
"Lumpini Park Phetkasem 98","Bang Khae",1563600.0,37037.0,-43.94,-47.94,8.46,3.98,1.0,1.0,26.0,20.0,4.0,2016.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,8800.0,9800.0,0.0,0.0
"Fuse Sense' Bangkae","Bang Khae",1450000.0,68015.0,16.27,-8.83,5.24,-17.73,1.0,1.0,36.0,24.0,1.0,2015.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,9300.0,9000.0,0.0,0.0
"Lumpini Park Phetkasem 98","Bang Khae",1590000.0,37037.0,-43.94,-47.94,8.46,3.98,1.0,1.0,23.0,20.0,4.0,2016.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,8800.0,9800.0,0.0,0.0
"Lumpini Park Phetkasem 98","Bang Khae",1367000.0,37037.0,-43.94,-47.94,8.46,3.98,1.0,1.0,22.0,20.0,4.0,2016.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,8800.0,9800.0,0.0,0.0
"Lumpini Park Phetkasem 98","Bang Khae",1590000.0,37037.0,-43.94,-47.94,8.46,3.98,1.0,1.0,22.0,20.0,4.0,2016.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,8800.0,9800.0,0.0,0.0
"Lumpini Park Phetkasem 98","Bang Khae",1190000.0,37037.0,-43.94,-47.94,8.46,3.98,1.0,1.0,26.0,20.0,4.0,2016.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,8800.0,9800.0,0.0,0.0
"The Niche ID Bangkhae","Bang Khae",1900000.0,70521.0,0.0,49.21,4.66,6.61,1.0,1.0,29.0,8.0,2.0,2016.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,5000.0,8300.0,0.0,0.0
"Lumpini Park Phetkasem 98","Bang Khae",1450000.0,37037.0,-43.94,-47.94,8.46,3.98,1.0,1.0,23.0,20.0,4.0,2016.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,8800.0,9800.0,0.0,0.0
"Lumpini Park Phetkasem 98","Bang Khae",1590000.0,37037.0,-43.94,-47.94,8.46,3.98,1.0,1.0,22.69,20.0,4.0,2016.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,8800.0,9800.0,0.0,0.0
"Lumpini Park Phetkasem 98","Bang Khae",1550000.0,37037.0,-43.94,-47.94,8.46,3.98,1.0,1.0,22.0,20.0,4.0,2016.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,8800.0,9800.0,0.0,0.0
"The Parkland Phetkasem","Bang Khae",4000000.0,90572.0,0.0,2.13,4.16,-5.42,1.0,1.0,30.0,28.0,1.0,2015.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,7800.0,8100.0,0.0,0.0
"Fuse Sense' Bangkae","Bang Khae",1391000.0,68015.0,16.27,-8.83,5.24,-17.73,1.0,1.0,25.0,24.0,1.0,2015.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,9300.0,9000.0,0.0,0.0
"Lumpini Condo Town Bangkhae","Bang Khae",1350000.0,42349.0,0.0,-13.72,5.61,2.59,1.0,1.0,31.0,8.0,4.0,2010.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,6900.0,9400.0,0.0,0.0
"The Parkland Phetkasem","Bang Khae",2790000.0,90572.0,0.0,2.13,4.16,-5.42,1.0,1.0,19.0,28.0,1.0,2015.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,7800.0,8100.0,0.0,0.0
"Lumpini Ville Bangkae","Bang Khae",2009000.0,56213.0,0.0,2.88,4.18,-15.15,1.0,1.0,32.0,22.0,1.0,2010.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,6500.0,9000.0,0.0,0.0
"Lumpini Condo Town Bangkhae","Bang Khae",1250000.0,42349.0,0.0,-13.72,5.61,2.59,1.0,1.0,31.03,8.0,4.0,2010.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,6900.0,9400.0,0.0,0.0
"Lumpini Condo Town Bangkhae","Bang Khae",1390000.0,42349.0,0.0,-13.72,5.61,2.59,1.0,1.0,30.0,8.0,4.0,2010.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,6900.0,9400.0,0.0,0.0
"Lumpini Condo Town Bangkhae","Bang Khae",1390000.0,42349.0,0.0,-13.72,5.61,2.59,1.0,1.0,30.0,8.0,4.0,2010.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,6900.0,9400.0,0.0,0.0
"The Base Saphanmai","Bang Khen",2700000.0,127060.0,0.0,14.28,3.75,19.22,1.0,1.0,28.31,14.0,1.0,2020.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2100.0,2500.0,0.0,0.0
"D Condo Ramindra","Bang Khen",3400000.0,54965.0,0.0,-15.22,5.09,-3.72,2.0,2.0,60.12,8.0,4.0,2012.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,11000.0,880.0,0.0,1.0
"Episode Phahol - Sapanmai","Bang Khen",1800000.0,103163.0,0.0,15.7,3.91,29.23,1.0,1.0,24.62,14.0,1.0,2017.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,12000.0,3400.0,0.0,0.0
"H2 Condominium","Bang Khen",1790000.0,71743.0,0.0,-8.63,4.72,-6.62,1.0,1.0,26.45,8.0,4.0,2015.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9200.0,3400.0,0.0,0.0
"Regent home 18 changwattana - laksi","Bang Khen",3200000.0,54839.0,8.51,75.86,4.95,3.67,2.0,2.0,63.0,14.0,2.0,2015.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,10000.0,1900.0,0.0,0.0
"Regent Home 15 Changwattana","Bang Khen",1600000.0,44744.0,0.0,0.0,5.42,0.0,1.0,1.0,30.0,14.0,2.0,2012.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,9000.0,2000.0,0.0,0.0
"Knightsbridge Phaholyothin - Interchange","Bang Khen",2680000.0,138925.0,0.0,34.39,4.98,28.29,1.0,1.0,29.0,15.0,1.0,2019.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,9700.0,2300.0,0.0,0.0
"Knightsbridge Skycity Saphanmai","Bang Khen",5060000.0,99960.0,0.0,-9.57,3.95,-2.95,1.0,1.0,41.0,15.0,1.0,2017.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,11000.0,3300.0,0.0,0.0
"Regent Home 15 Changwattana","Bang Khen",2550000.0,44744.0,0.0,0.0,5.42,0.0,1.0,2.0,63.0,14.0,2.0,2012.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,9000.0,2000.0,0.0,0.0
"Knightsbridge Phaholyothin - Interchange","Bang Khen",3690000.0,138925.0,0.0,34.39,4.98,28.29,1.0,1.0,35.0,15.0,1.0,2019.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,9700.0,2300.0,0.0,0.0
"Episode Phahol - Sapanmai","Bang Khen",2450000.0,103163.0,0.0,15.7,3.91,29.23,1.0,1.0,30.0,14.0,1.0,2017.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,12000.0,3400.0,0.0,0.0
"Lumpini Condo Town Ramindra - Latplakhao","Bang Khen",1350000.0,65928.0,0.0,-3.27,8.55,-3.69,1.0,1.0,26.0,8.0,4.0,2012.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,10000.0,3100.0,0.0,0.0
"Lumpini Condo Town Ramindra - Latplakhao","Bang Khen",1490000.0,65928.0,0.0,-3.27,8.55,-3.69,1.0,1.0,26.0,8.0,4.0,2012.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,10000.0,3100.0,0.0,0.0
"Regent home 18 changwattana - laksi","Bang Khen",1650000.0,54839.0,8.51,75.86,4.95,3.67,1.0,1.0,30.0,14.0,2.0,2015.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,10000.0,1900.0,0.0,0.0
"D Condo Ramindra","Bang Khen",1590000.0,54965.0,0.0,-15.22,5.09,-3.72,1.0,1.0,30.0,8.0,4.0,2012.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,11000.0,880.0,0.0,1.0
"Smart Condo Watcharapol","Bang Khen",1330000.0,38702.0,0.0,-4.4,5.55,-6.28,1.0,1.0,32.0,8.0,4.0,2011.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,13000.0,800.0,0.0,1.0
"Modiz Station","Bang Khen",1990000.0,85555.0,-19.35,-6.58,5.25,-17.98,1.0,1.0,27.0,8.0,1.0,2018.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8700.0,2800.0,0.0,0.0
"Knightsbridge Phaholyothin - Interchange","Bang Khen",2100000.0,138925.0,0.0,34.39,4.98,28.29,1.0,1.0,24.0,15.0,1.0,2019.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,9700.0,2300.0,0.0,0.0
"Regent Home 15 Changwattana","Bang Khen",1390000.0,44744.0,0.0,0.0,5.42,0.0,1.0,1.0,30.0,14.0,2.0,2012.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,9000.0,2000.0,0.0,0.0
"Regent Home 15 Changwattana","Bang Khen",1290000.0,44744.0,0.0,0.0,5.42,0.0,1.0,1.0,30.0,14.0,2.0,2012.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,9000.0,2000.0,0.0,0.0
"Knightsbridge Phaholyothin - Interchange","Bang Khen",6200000.0,138925.0,0.0,34.39,4.98,28.29,1.0,1.0,60.0,15.0,1.0,2019.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,9700.0,2300.0,0.0,0.0
"Regent home 18 changwattana - laksi","Bang Khen",3150000.0,54839.0,8.51,75.86,4.95,3.67,1.0,2.0,61.0,14.0,2.0,2015.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,10000.0,1900.0,0.0,0.0
"Lumpini Condo Town Ramindra - Latplakhao","Bang Khen",1250000.0,65928.0,0.0,-3.27,8.55,-3.69,1.0,1.0,26.0,8.0,4.0,2012.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,10000.0,3100.0,0.0,0.0
"Lumpini Place Ramindra - Laksi","Bang Khen",2575000.0,50628.0,0.0,-23.98,4.69,-25.56,1.0,1.0,34.0,14.0,1.0,2010.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,10000.0,3200.0,0.0,0.0
"Knightsbridge Phaholyothin - Interchange","Bang Khen",3690000.0,138925.0,0.0,34.39,4.98,28.29,1.0,1.0,35.47,15.0,1.0,2019.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,9700.0,2300.0,0.0,0.0
"Knightsbridge Phaholyothin - Interchange","Bang Khen",3296000.0,138925.0,0.0,34.39,4.98,28.29,1.0,1.0,30.0,15.0,1.0,2019.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,9700.0,2300.0,0.0,0.0
"D Condo Ramindra","Bang Khen",3200000.0,54965.0,0.0,-15.22,5.09,-3.72,2.0,2.0,30.0,8.0,4.0,2012.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,11000.0,880.0,0.0,1.0
"Regent Home 15 Changwattana","Bang Khen",1450000.0,44744.0,0.0,0.0,5.42,0.0,1.0,1.0,30.0,14.0,2.0,2012.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,9000.0,2000.0,0.0,0.0
"The Base Saphanmai","Bang Khen",3090000.0,127060.0,0.0,14.28,3.75,19.22,1.0,1.0,25.0,14.0,1.0,2020.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2100.0,2500.0,0.0,0.0
"Lumpini Condo Town Ramindra - Latplakhao","Bang Khen",1290000.0,65928.0,0.0,-3.27,8.55,-3.69,1.0,1.0,23.0,8.0,4.0,2012.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,10000.0,3100.0,0.0,0.0
"Lumpini Condo Town Ramintra - Laksi","Bang Khen",1150000.0,50705.0,0.0,7.72,5.21,0.46,1.0,1.0,26.0,8.0,7.0,2008.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,10000.0,3300.0,0.0,0.0
"Lumpini Place Ramindra - Laksi","Bang Khen",2300000.0,50628.0,0.0,-23.98,4.69,-25.56,1.0,1.0,35.0,14.0,1.0,2010.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,10000.0,3200.0,0.0,0.0
"Smart Condo Watcharapol","Bang Khen",1790000.0,38702.0,0.0,-4.4,5.55,-6.28,1.0,1.0,45.0,8.0,4.0,2011.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,13000.0,800.0,0.0,1.0
"Lumpini Condo Town Ramintra - Laksi","Bang Khen",1350000.0,50705.0,0.0,7.72,5.21,0.46,1.0,1.0,26.0,8.0,7.0,2008.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,10000.0,3300.0,0.0,0.0
"Lumpini Condo Town Ramintra - Laksi","Bang Khen",1250000.0,50705.0,0.0,7.72,5.21,0.46,1.0,1.0,25.0,8.0,7.0,2008.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,10000.0,3300.0,0.0,0.0
"Lumpini Ville Ramintra - Laksi","Bang Khen",1690000.0,55600.0,0.0,-5.53,5.81,11.16,1.0,1.0,31.0,14.0,1.0,2009.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,10000.0,3200.0,0.0,0.0
"Modiz Station","Bang Khen",2100000.0,85555.0,-19.35,-6.58,5.25,-17.98,1.0,1.0,23.0,8.0,1.0,2018.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8700.0,2800.0,0.0,0.0
"Modiz Station","Bang Khen",2300000.0,85555.0,-19.35,-6.58,5.25,-17.98,1.0,1.0,26.0,8.0,1.0,2018.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8700.0,2800.0,0.0,0.0
"Regent home 18 changwattana - laksi","Bang Khen",1700000.0,54839.0,8.51,75.86,4.95,3.67,1.0,1.0,30.0,14.0,2.0,2015.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,10000.0,1900.0,0.0,0.0
"Regent Home 3","Bang Khen",1230000.0,38347.0,0.0,0.0,6.2,0.0,1.0,1.0,32.0,8.0,1.0,2008.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,11000.0,2400.0,0.0,0.0
"Knightsbridge Skycity Saphanmai","Bang Khen",2990000.0,99960.0,0.0,-9.57,3.95,-2.95,1.0,1.0,28.0,15.0,1.0,2017.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,11000.0,3300.0,0.0,0.0
"Smart Condo Watcharapol","Bang Khen",1500000.0,38702.0,0.0,-4.4,5.55,-6.28,1.0,1.0,31.0,8.0,4.0,2011.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,13000.0,800.0,0.0,1.0
"Regent Home 15 Changwattana","Bang Khen",1290000.0,44744.0,0.0,0.0,5.42,0.0,1.0,1.0,31.0,14.0,2.0,2012.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,9000.0,2000.0,0.0,0.0
"Lumpini Condo Town Ramintra - Laksi","Bang Khen",1690000.0,50705.0,0.0,7.72,5.21,0.46,1.0,1.0,29.0,8.0,7.0,2008.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,10000.0,3300.0,0.0,0.0
"Lumpini Condo Town Ramindra - Latplakhao","Bang Khen",1100000.0,65928.0,0.0,-3.27,8.55,-3.69,1.0,1.0,24.0,8.0,4.0,2012.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,10000.0,3100.0,0.0,0.0
"Regent Home 15 Changwattana","Bang Khen",1450000.0,44744.0,0.0,0.0,5.42,0.0,1.0,1.0,30.0,14.0,2.0,2012.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,9000.0,2000.0,0.0,0.0
"Knightsbridge Phaholyothin - Interchange","Bang Khen",2500000.0,138925.0,0.0,34.39,4.98,28.29,1.0,1.0,29.0,15.0,1.0,2019.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,9700.0,2300.0,0.0,0.0
"Lumpini Ville Ramintra - Laksi","Bang Khen",1800000.0,55600.0,0.0,-5.53,5.81,11.16,1.0,1.0,30.0,14.0,1.0,2009.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,10000.0,3200.0,0.0,0.0
"Lumpini Ville Ramintra - Laksi","Bang Khen",1490000.0,55600.0,0.0,-5.53,5.81,11.16,1.0,1.0,30.0,14.0,1.0,2009.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,10000.0,3200.0,0.0,0.0
"Regent Home 1 Phaholyothin 67","Bang Khen",940000.0,31167.0,0.0,0.0,5.27,0.0,1.0,1.0,31.0,8.0,3.0,2007.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11000.0,2600.0,0.0,0.0
"Regent Home 1 Phaholyothin 67","Bang Khen",850000.0,31167.0,0.0,0.0,5.27,0.0,1.0,1.0,31.0,8.0,3.0,2007.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11000.0,2600.0,0.0,0.0
"Lumpini Condo Town Ramintra - Laksi","Bang Khen",1150000.0,50705.0,0.0,7.72,5.21,0.46,1.0,1.0,25.48,8.0,7.0,2008.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,10000.0,3300.0,0.0,0.0
"Lumpini Condo Town Ramindra - Latplakhao","Bang Khen",1100000.0,65928.0,0.0,-3.27,8.55,-3.69,1.0,1.0,22.54,8.0,4.0,2012.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,10000.0,3100.0,0.0,0.0
"Notting Hill Phahol - Kaset","Bang Khen",2100000.0,81296.0,-1.13,-4.98,4.66,-3.95,1.0,1.0,27.0,8.0,1.0,2016.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5900.0,3300.0,0.0,0.0
"Notting Hill Phahol - Kaset","Bang Khen",1900000.0,81296.0,-1.13,-4.98,4.66,-3.95,1.0,1.0,21.0,8.0,1.0,2016.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5900.0,3300.0,0.0,0.0
"Smart Condo Watcharapol","Bang Khen",1200000.0,38702.0,0.0,-4.4,5.55,-6.28,1.0,1.0,31.0,8.0,4.0,2011.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,13000.0,800.0,0.0,1.0
"Regent Home 15 Changwattana","Bang Khen",1390000.0,44744.0,0.0,0.0,5.42,0.0,1.0,1.0,30.0,14.0,2.0,2012.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,9000.0,2000.0,0.0,0.0
"Lumpini Condo Town Ramindra - Latplakhao","Bang Khen",1510000.0,65928.0,0.0,-3.27,8.55,-3.69,1.0,1.0,26.0,8.0,4.0,2012.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,10000.0,3100.0,0.0,0.0
"The Base Saphanmai","Bang Khen",2570000.0,127060.0,0.0,14.28,3.75,19.22,1.0,1.0,25.0,14.0,1.0,2020.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2100.0,2500.0,0.0,0.0
"Regent Home 3","Bang Khen",1150000.0,38347.0,0.0,0.0,6.2,0.0,1.0,1.0,32.0,8.0,1.0,2008.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,11000.0,2400.0,0.0,0.0
"D Condo Ramindra","Bang Khen",1390000.0,54965.0,0.0,-15.22,5.09,-3.72,1.0,1.0,30.0,8.0,4.0,2012.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,11000.0,880.0,0.0,1.0
"Lumpini Condo Town Ramindra - Latplakhao","Bang Khen",1399000.0,65928.0,0.0,-3.27,8.55,-3.69,1.0,1.0,26.0,8.0,4.0,2012.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,10000.0,3100.0,0.0,0.0
